index,itrial,dataname,muh_fun,method,alpha,coverage,width
0,0,San_Mateo,RidgeCV,Ensemble,0.05,0.9436358447488584,311.8304570351765
1,0,San_Mateo,RidgeCV,ICP,0.05,0.7756849315068494,145.8414403710031
2,0,San_Mateo,RidgeCV,Weighted_ICP,0.05,0.7200342465753424,150.13099566209019
3,0,San_Mateo,RandomForestRegressor,Ensemble,0.05,0.9523401826484018,228.87214805123776
4,0,San_Mateo,RandomForestRegressor,ICP,0.05,0.8911244292237442,137.4416058394128
5,0,San_Mateo,RandomForestRegressor,Weighted_ICP,0.05,0.9002568493150684,147.4326241134896
6,0,San_Mateo,Sequential,Ensemble,0.05,0.9387842465753424,159.7434061856016
7,0,San_Mateo,Sequential,ICP,0.05,0.8359018264840182,72.16244506835938
8,0,San_Mateo,Sequential,Weighted_ICP,0.05,0.8467465753424658,76.41275024414062
9,0,San_Mateo,RNN,Ensemble,0.05,0.9293664383561644,192.19520216018142
10,0,San_Mateo,RNN,ICP,0.05,0.6332762557077626,42.0633659362793
11,0,San_Mateo,RNN,Weighted_ICP,0.05,0.6740867579908676,34.27719116210937
12,0,San_Mateo,RidgeCV,Ensemble,0.1,0.8834189497716894,250.65257995491245
13,0,San_Mateo,RidgeCV,ICP,0.1,0.641837899543379,110.53885913395835
14,0,San_Mateo,RidgeCV,Weighted_ICP,0.1,0.5811929223744292,111.45030617769147
15,0,San_Mateo,RandomForestRegressor,Ensemble,0.1,0.9019691780821918,151.5449827252692
16,0,San_Mateo,RandomForestRegressor,ICP,0.1,0.8251997716894978,80.66699961583494
17,0,San_Mateo,RandomForestRegressor,Weighted_ICP,0.1,0.8304794520547946,88.45390070921484
18,0,San_Mateo,Sequential,Ensemble,0.1,0.8851312785388128,137.3628372843874
19,0,San_Mateo,Sequential,ICP,0.1,0.7136130136986302,37.97240829467773
20,0,San_Mateo,Sequential,Weighted_ICP,0.1,0.7915239726027398,60.07208633422852
21,0,San_Mateo,RNN,Ensemble,0.1,0.8862728310502284,142.49099011080332
22,0,San_Mateo,RNN,ICP,0.1,0.6015981735159818,22.09414291381836
23,0,San_Mateo,RNN,Weighted_ICP,0.1,0.5978881278538812,20.43210792541504
24,0,San_Mateo,RidgeCV,Ensemble,0.15000000000000002,0.8319063926940641,213.85771807931079
25,0,San_Mateo,RidgeCV,ICP,0.15000000000000002,0.5512271689497716,90.60369311867773
26,0,San_Mateo,RidgeCV,Weighted_ICP,0.15000000000000002,0.5108447488584474,93.24564208164591
27,0,San_Mateo,RandomForestRegressor,Ensemble,0.15000000000000002,0.8460331050228309,102.9136220491055
28,0,San_Mateo,RandomForestRegressor,ICP,0.15000000000000002,0.754851598173516,52.0
29,0,San_Mateo,RandomForestRegressor,Weighted_ICP,0.15000000000000002,0.7495719178082192,53.66713947990569
30,0,San_Mateo,Sequential,Ensemble,0.15000000000000002,0.8464611872146118,94.20781408131369
31,0,San_Mateo,Sequential,ICP,0.15000000000000002,0.7371575342465754,39.92634582519531
32,0,San_Mateo,Sequential,Weighted_ICP,0.15000000000000002,0.6785102739726028,30.207733154296875
33,0,San_Mateo,RNN,Ensemble,0.15000000000000002,0.8430365296803652,108.89147125377045
34,0,San_Mateo,RNN,ICP,0.15000000000000002,0.579337899543379,19.4683895111084
35,0,San_Mateo,RNN,Weighted_ICP,0.15000000000000002,0.5803367579908676,19.181339263916016
36,0,San_Mateo,RidgeCV,Ensemble,0.2,0.7783961187214612,186.6604942180373
37,0,San_Mateo,RidgeCV,ICP,0.2,0.4863013698630137,77.00292943553198
38,0,San_Mateo,RidgeCV,Weighted_ICP,0.2,0.4504851598173516,79.31885708060845
39,0,San_Mateo,RandomForestRegressor,Ensemble,0.2,0.7939497716894978,72.33515309146888
40,0,San_Mateo,RandomForestRegressor,ICP,0.2,0.7013413242009132,38.0
41,0,San_Mateo,RandomForestRegressor,Weighted_ICP,0.2,0.6924942922374431,38.325768321517955
42,0,San_Mateo,Sequential,Ensemble,0.2,0.8037956621004566,78.3929590872088
43,0,San_Mateo,Sequential,ICP,0.2,0.7030536529680366,33.718544006347656
44,0,San_Mateo,Sequential,Weighted_ICP,0.2,0.7303082191780822,40.45773315429688
45,0,San_Mateo,RNN,Ensemble,0.2,0.7896689497716894,77.26965652197048
46,0,San_Mateo,RNN,ICP,0.2,0.5729166666666666,14.794404983520508
47,0,San_Mateo,RNN,Weighted_ICP,0.2,0.5719178082191779,13.022770881652832
48,0,San_Mateo,RidgeCV,Ensemble,0.25,0.7243150684931506,164.92483224374266
49,0,San_Mateo,RidgeCV,ICP,0.25,0.4363584474885845,67.13431634125293
50,0,San_Mateo,RidgeCV,Weighted_ICP,0.25,0.4046803652968037,69.71600986010179
51,0,San_Mateo,RandomForestRegressor,Ensemble,0.25,0.7465753424657534,53.54213083440089
52,0,San_Mateo,RandomForestRegressor,ICP,0.25,0.6415525114155252,27.557894736846105
53,0,San_Mateo,RandomForestRegressor,Weighted_ICP,0.25,0.6341324200913242,26.799341358164753
54,0,San_Mateo,Sequential,Ensemble,0.25,0.7528538812785388,64.37214336546377
55,0,San_Mateo,Sequential,ICP,0.25,0.6719463470319634,26.010276794433594
56,0,San_Mateo,Sequential,Weighted_ICP,0.25,0.6807933789954338,27.93743705749512
57,0,San_Mateo,RNN,Ensemble,0.25,0.742722602739726,61.14902214493614
58,0,San_Mateo,RNN,ICP,0.25,0.5380993150684932,12.892915725708008
59,0,San_Mateo,RNN,Weighted_ICP,0.25,0.5371004566210046,13.538397789001465
