level_0,itrial,dataname,muh_fun,method,train_size,coverage,width,Unnamed: 0,Unnamed: 0.1,index
236,8,Solar_Atl,RandomForestRegressor,ICP,856,0.7617960426179604,99.89647058823532,316.0,260.0,
237,8,Solar_Atl,RandomForestRegressor,Weighted_ICP,856,0.7529173008625063,92.81529235382312,317.0,261.0,
238,8,Solar_Atl,NeuralNet,ICP,856,0.710806697108067,70.74889373779297,318.0,262.0,
239,8,Solar_Atl,NeuralNet,Weighted_ICP,856,0.6719939117199392,61.14170455932617,319.0,263.0,
240,8,Solar_Atl,RidgeCV,ICP,1634,0.7537292428933295,84.08609960672474,320.0,264.0,
241,8,Solar_Atl,RidgeCV,Weighted_ICP,1634,0.7841260906276386,88.10263496919563,321.0,265.0,
242,8,Solar_Atl,RandomForestRegressor,ICP,1634,0.8321137067267098,142.18614688478942,324.0,268.0,
243,8,Solar_Atl,RandomForestRegressor,Weighted_ICP,1634,0.7889107796228539,108.53944847925254,325.0,269.0,
244,8,Solar_Atl,NeuralNet,ICP,1634,0.7481001970166057,92.30828094482422,326.0,270.0,
245,8,Solar_Atl,NeuralNet,Weighted_ICP,1634,0.7209400506614129,78.82001495361328,327.0,271.0,
246,8,Solar_Atl,RidgeCV,ICP,2413,0.8354670459933617,114.64300596984596,328.0,272.0,
247,8,Solar_Atl,RidgeCV,Weighted_ICP,2413,0.8648648648648649,132.56060664132298,329.0,273.0,
248,8,Solar_Atl,RandomForestRegressor,ICP,2413,0.8536431168010116,162.77500000000015,332.0,276.0,
249,8,Solar_Atl,RandomForestRegressor,Weighted_ICP,2413,0.8558558558558559,170.63656565656575,333.0,277.0,
250,8,Solar_Atl,NeuralNet,ICP,2413,0.8074917022285444,116.45787048339844,334.0,278.0,
251,8,Solar_Atl,NeuralNet,Weighted_ICP,2413,0.8041725936462779,111.03523254394531,335.0,279.0,
252,9,Solar_Atl,RidgeCV,ICP,856,0.6978691019786911,69.18632173397374,336.0,288.0,
253,9,Solar_Atl,RidgeCV,Weighted_ICP,856,0.6713597158802638,85.5550355696657,337.0,289.0,
254,9,Solar_Atl,RandomForestRegressor,ICP,856,0.7768899036022324,107.52786885245905,340.0,292.0,
255,9,Solar_Atl,RandomForestRegressor,Weighted_ICP,856,0.7650938609842719,102.30977443609028,341.0,293.0,
256,9,Solar_Atl,NeuralNet,ICP,856,0.6471334348046677,52.81333923339844,342.0,294.0,
257,9,Solar_Atl,NeuralNet,Weighted_ICP,856,0.6742770167427702,68.25682067871094,343.0,295.0,
258,9,Solar_Atl,RidgeCV,ICP,1634,0.7951027300872502,93.74291288758538,344.0,296.0,
259,9,Solar_Atl,RidgeCV,Weighted_ICP,1634,0.7927103855896426,86.87907563642666,345.0,297.0,
260,9,Solar_Atl,RandomForestRegressor,ICP,1634,0.8141007599211934,130.09459459459458,348.0,300.0,
261,9,Solar_Atl,RandomForestRegressor,Weighted_ICP,1634,0.8010132282578103,115.40000000000008,349.0,301.0,
262,9,Solar_Atl,NeuralNet,ICP,1634,0.7223473121305939,86.09241485595703,350.0,302.0,
263,9,Solar_Atl,NeuralNet,Weighted_ICP,1634,0.7200956937799043,81.4670639038086,351.0,303.0,
264,9,Solar_Atl,RidgeCV,ICP,2413,0.8419472103682629,118.98714563356752,352.0,304.0,
265,9,Solar_Atl,RidgeCV,Weighted_ICP,2413,0.8511142721669037,118.04859052849356,353.0,305.0,
266,9,Solar_Atl,RandomForestRegressor,ICP,2413,0.8553816974869607,170.3407407407413,356.0,308.0,
267,9,Solar_Atl,RandomForestRegressor,Weighted_ICP,2413,0.8457404773194247,159.7424592020809,357.0,309.0,
268,9,Solar_Atl,NeuralNet,ICP,2413,0.8010115378536431,118.50027465820312,358.0,310.0,
269,9,Solar_Atl,NeuralNet,Weighted_ICP,2413,0.7918444760550024,117.15087890625,359.0,311.0,
270,0,Solar_Atl,RNN,ICP,856,0.7281836631151699,105.82730102539062,0.0,,
271,0,Solar_Atl,RNN,Weighted_ICP,856,0.7005327245053272,83.00126647949219,1.0,,
272,0,Solar_Atl,RNN,ICP,1634,0.7762454264002252,140.37397766113278,2.0,,
273,0,Solar_Atl,RNN,Weighted_ICP,1634,0.6991274978891078,93.87377166748048,3.0,,
274,0,Solar_Atl,RNN,ICP,2413,0.8458985301090565,174.76388549804688,4.0,,
275,0,Solar_Atl,RNN,Weighted_ICP,2413,0.8182392919235024,159.8749542236328,5.0,,
276,1,Solar_Atl,RNN,ICP,856,0.7663622526636226,124.88826751708984,6.0,,
277,1,Solar_Atl,RNN,Weighted_ICP,856,0.6390157280568239,59.5626106262207,7.0,,
278,1,Solar_Atl,RNN,ICP,1634,0.7679425837320574,130.67095947265622,8.0,,
279,1,Solar_Atl,RNN,Weighted_ICP,1634,0.7237545735997748,104.33321380615234,9.0,,
280,1,Solar_Atl,RNN,ICP,2413,0.8454243717401612,180.6140289306641,10.0,,
281,1,Solar_Atl,RNN,Weighted_ICP,2413,0.8041725936462779,158.3125762939453,11.0,,
282,2,Solar_Atl,RNN,ICP,856,0.7070015220700152,94.02078247070312,12.0,,
283,2,Solar_Atl,RNN,Weighted_ICP,856,0.660958904109589,64.47679901123047,13.0,,
284,2,Solar_Atl,RNN,ICP,1634,0.764424430059105,130.62086486816406,14.0,,
285,2,Solar_Atl,RNN,Weighted_ICP,1634,0.7307908809456797,114.26544189453124,15.0,,
286,2,Solar_Atl,RNN,ICP,2413,0.8250355618776671,172.80992126464844,16.0,,
287,2,Solar_Atl,RNN,Weighted_ICP,2413,0.7951635846372689,154.42486572265625,17.0,,
288,3,Solar_Atl,RNN,ICP,856,0.6962201927955353,87.49999237060547,18.0,,
289,3,Solar_Atl,RNN,Weighted_ICP,856,0.649923896499239,65.77483367919922,19.0,,
290,3,Solar_Atl,RNN,ICP,1634,0.738530819026175,113.37603759765624,20.0,,
291,3,Solar_Atl,RNN,Weighted_ICP,1634,0.7212215029552491,100.0625991821289,21.0,,
292,3,Solar_Atl,RNN,ICP,2413,0.8520625889046942,172.11090087890625,22.0,,
293,3,Solar_Atl,RNN,Weighted_ICP,2413,0.8346767820452031,168.4529571533203,23.0,,
294,4,Solar_Atl,RNN,ICP,856,0.6977422628107559,86.13074493408203,24.0,,
295,4,Solar_Atl,RNN,Weighted_ICP,856,0.7177828513444952,97.23388671875,25.0,,
296,4,Solar_Atl,RNN,ICP,1634,0.7727272727272727,132.07662963867188,26.0,,
297,4,Solar_Atl,RNN,Weighted_ICP,1634,0.7250211089220377,109.3739242553711,27.0,,
298,4,Solar_Atl,RNN,ICP,2413,0.8561719614351193,183.0139617919922,28.0,,
299,4,Solar_Atl,RNN,Weighted_ICP,2413,0.8165007112375533,161.6407928466797,29.0,,
300,5,Solar_Atl,RNN,ICP,856,0.7361745306950787,101.83265686035156,30.0,,
301,5,Solar_Atl,RNN,Weighted_ICP,856,0.6404109589041096,56.033546447753906,31.0,,
302,5,Solar_Atl,RNN,ICP,1634,0.7706163805235012,136.00105285644528,32.0,,
303,5,Solar_Atl,RNN,Weighted_ICP,1634,0.7268505488319731,114.64391326904295,33.0,,
304,5,Solar_Atl,RNN,ICP,2413,0.8446341077920025,185.2392883300781,34.0,,
305,5,Solar_Atl,RNN,Weighted_ICP,2413,0.7937411095305832,147.81338500976562,35.0,,
306,6,Solar_Atl,RNN,ICP,856,0.7356671740233384,111.31243133544922,36.0,,
307,6,Solar_Atl,RNN,Weighted_ICP,856,0.6321664129883308,60.804359436035156,37.0,,
308,6,Solar_Atl,RNN,ICP,1634,0.7748381649310442,132.11109924316406,38.0,,
309,6,Solar_Atl,RNN,Weighted_ICP,1634,0.7115113988179004,98.64395904541016,39.0,,
310,6,Solar_Atl,RNN,ICP,2413,0.8281966176703018,172.56568908691406,40.0,,
311,6,Solar_Atl,RNN,Weighted_ICP,2413,0.7978504820610084,152.44093322753906,41.0,,
312,7,Solar_Atl,RNN,ICP,856,0.6650177574835109,67.72113800048828,42.0,,
313,7,Solar_Atl,RNN,Weighted_ICP,856,0.649923896499239,63.78124618530274,43.0,,
314,7,Solar_Atl,RNN,ICP,1634,0.7610470025330707,128.07621765136722,44.0,,
315,7,Solar_Atl,RNN,Weighted_ICP,1634,0.7285392625949901,106.68621826171876,45.0,,
316,7,Solar_Atl,RNN,ICP,2413,0.8324640429903588,176.74913024902344,46.0,,
317,7,Solar_Atl,RNN,Weighted_ICP,2413,0.8073336494389126,159.43724060058594,47.0,,
318,8,Solar_Atl,RNN,ICP,856,0.7704211060375444,125.14139556884766,48.0,,
319,8,Solar_Atl,RNN,Weighted_ICP,856,0.7255200405885337,97.62608337402344,49.0,,
320,8,Solar_Atl,RNN,ICP,1634,0.757106670419364,119.31613159179688,50.0,,
321,8,Solar_Atl,RNN,Weighted_ICP,1634,0.7106670419363917,98.00477600097656,51.0,,
322,8,Solar_Atl,RNN,ICP,2413,0.8319898846214636,179.62478637695312,52.0,,
323,8,Solar_Atl,RNN,Weighted_ICP,2413,0.8051209103840683,162.88717651367188,53.0,,
324,9,Solar_Atl,RNN,ICP,856,0.7144850329781837,90.05816650390625,54.0,,
325,9,Solar_Atl,RNN,Weighted_ICP,856,0.6796042617960426,76.8057632446289,55.0,,
326,9,Solar_Atl,RNN,ICP,1634,0.7486631016042781,113.31371307373048,56.0,,
327,9,Solar_Atl,RNN,Weighted_ICP,1634,0.7216436813960033,98.68895721435548,57.0,,
328,9,Solar_Atl,RNN,ICP,2413,0.8504820610083768,195.7400665283203,58.0,,
329,9,Solar_Atl,RNN,Weighted_ICP,2413,0.8131816026552868,173.83010864257812,59.0,,
