index,itrial,dataname,muh_fun,method,alpha,coverage,width
0,0,Fremont,RidgeCV,Ensemble,0.05,0.9533390410958904,137.2492574519079
1,0,Fremont,RidgeCV,ICP,0.05,0.9179509132420092,113.7670990278617
2,0,Fremont,RidgeCV,Weighted_ICP,0.05,0.9233732876712328,122.61405010163908
3,0,Fremont,RandomForestRegressor,Ensemble,0.05,0.9501997716894978,179.6403966375453
4,0,Fremont,RandomForestRegressor,ICP,0.05,0.9402111872146118,163.70926647191442
5,0,Fremont,RandomForestRegressor,Weighted_ICP,0.05,0.9357876712328768,160.4727272727423
6,0,Fremont,Sequential,Ensemble,0.05,0.9404965753424658,169.36412103196355
7,0,Fremont,Sequential,ICP,0.05,0.6962043378995434,56.03063583374024
8,0,Fremont,Sequential,Weighted_ICP,0.05,0.7401541095890408,70.24375915527344
9,0,Fremont,RNN,Ensemble,0.05,0.9440639269406392,224.5216463980048
10,0,Fremont,RNN,ICP,0.05,0.7001997716894978,71.40635681152344
11,0,Fremont,RNN,Weighted_ICP,0.05,0.7314497716894978,74.6485366821289
12,0,Fremont,RidgeCV,Ensemble,0.1,0.9048230593607306,93.38229518825146
13,0,Fremont,RidgeCV,ICP,0.1,0.8481735159817352,75.50527762947333
14,0,Fremont,RidgeCV,Weighted_ICP,0.1,0.848601598173516,79.55154189845092
15,0,Fremont,RandomForestRegressor,Ensemble,0.1,0.8994006849315068,116.81547620134441
16,0,Fremont,RandomForestRegressor,ICP,0.1,0.8778538812785388,102.87179487178736
17,0,Fremont,RandomForestRegressor,Weighted_ICP,0.1,0.8879851598173516,115.87878787878452
18,0,Fremont,Sequential,Ensemble,0.1,0.891695205479452,127.1180348659257
19,0,Fremont,Sequential,ICP,0.1,0.6549657534246576,50.91754913330078
20,0,Fremont,Sequential,Weighted_ICP,0.1,0.6616723744292238,53.7417984008789
21,0,Fremont,RNN,Ensemble,0.1,0.8908390410958904,146.4432797249144
22,0,Fremont,RNN,ICP,0.1,0.6174372146118722,50.20946884155274
23,0,Fremont,RNN,Weighted_ICP,0.1,0.6137271689497716,48.40855407714844
24,0,Fremont,RidgeCV,Ensemble,0.15000000000000002,0.8525970319634704,70.67091768042164
25,0,Fremont,RidgeCV,ICP,0.15000000000000002,0.7896689497716894,58.40239033747236
26,0,Fremont,RidgeCV,Weighted_ICP,0.15000000000000002,0.7862442922374431,60.927952418936364
27,0,Fremont,RandomForestRegressor,Ensemble,0.15000000000000002,0.8570205479452054,87.55508840648903
28,0,Fremont,RandomForestRegressor,ICP,0.15000000000000002,0.8122146118721462,76.28125
29,0,Fremont,RandomForestRegressor,Weighted_ICP,0.15000000000000002,0.848601598173516,90.12121212121544
30,0,Fremont,Sequential,Ensemble,0.15000000000000002,0.8473173515981736,103.7570209934665
31,0,Fremont,Sequential,ICP,0.15000000000000002,0.6141552511415526,34.0946044921875
32,0,Fremont,Sequential,Weighted_ICP,0.15000000000000002,0.6285673515981736,42.333351135253906
33,0,Fremont,RNN,Ensemble,0.15000000000000002,0.8307648401826484,119.62012410932768
34,0,Fremont,RNN,ICP,0.15000000000000002,0.6040239726027398,37.97255325317383
35,0,Fremont,RNN,Weighted_ICP,0.15000000000000002,0.5853310502283106,33.754322052001946
36,0,Fremont,RidgeCV,Ensemble,0.2,0.8067922374429224,57.16872037906963
37,0,Fremont,RidgeCV,ICP,0.2,0.7285958904109592,47.697170546045506
38,0,Fremont,RidgeCV,Weighted_ICP,0.2,0.7220319634703196,49.122381173207295
39,0,Fremont,RandomForestRegressor,Ensemble,0.2,0.8089326484018264,71.4753577622179
40,0,Fremont,RandomForestRegressor,ICP,0.2,0.7587043378995434,71.43037974683175
41,0,Fremont,RandomForestRegressor,Weighted_ICP,0.2,0.7749714611872146,65.75904346175939
42,0,Fremont,Sequential,Ensemble,0.2,0.8016552511415526,89.70358620018763
43,0,Fremont,Sequential,ICP,0.2,0.5781963470319634,29.82927703857422
44,0,Fremont,Sequential,Weighted_ICP,0.2,0.5827625570776256,31.125001907348636
45,0,Fremont,RNN,Ensemble,0.2,0.7816780821917808,97.25660998430807
46,0,Fremont,RNN,ICP,0.2,0.5466609589041096,26.17300796508789
47,0,Fremont,RNN,Weighted_ICP,0.2,0.5455194063926939,27.17314147949219
48,0,Fremont,RidgeCV,Ensemble,0.25,0.7599885844748858,47.86301847301817
49,0,Fremont,RidgeCV,ICP,0.25,0.6712328767123288,40.12209090706222
50,0,Fremont,RidgeCV,Weighted_ICP,0.25,0.6760844748858448,41.9796549853649
51,0,Fremont,RandomForestRegressor,Ensemble,0.25,0.7577054794520548,59.80516559867671
52,0,Fremont,RandomForestRegressor,ICP,0.25,0.7003424657534246,54.724158653853365
53,0,Fremont,RandomForestRegressor,Weighted_ICP,0.25,0.7086187214611872,59.264864864871825
54,0,Fremont,Sequential,Ensemble,0.25,0.7522831050228309,70.70485349675243
55,0,Fremont,Sequential,ICP,0.25,0.5692066210045662,29.40228271484375
56,0,Fremont,Sequential,Weighted_ICP,0.25,0.5609303652968036,22.94797706604004
57,0,Fremont,RNN,Ensemble,0.25,0.742579908675799,80.48610382743654
58,0,Fremont,RNN,ICP,0.25,0.5423801369863014,22.000394821166992
59,0,Fremont,RNN,Weighted_ICP,0.25,0.5546518264840182,24.62509346008301
60,1,Fremont,RidgeCV,Ensemble,0.05,0.9527682648401826,140.17345192483808
61,1,Fremont,RidgeCV,ICP,0.05,0.9172374429223744,112.78094877241531
62,1,Fremont,RidgeCV,Weighted_ICP,0.05,0.9113869863013698,112.94458102617479
