index,itrial,dataname,muh_fun,method,alpha,coverage,width,train_size
19,0,Palo_Alto,NeuralNet,ICP,,0.7725865465803546,50.7813949584961,1654
20,0,Palo_Alto,NeuralNet,Weighted_ICP,,0.7506332676611315,45.14352416992188,1654
22,0,Palo_Alto,RNN,ICP,,0.6114551083591331,25.483293533325195,1654
23,0,Palo_Alto,RNN,Weighted_ICP,,0.6037151702786377,17.87308120727539,1654
25,0,Palo_Alto,RidgeCV,ICP,,0.5851114272166904,121.11359244351414,2433
26,0,Palo_Alto,RidgeCV,Weighted_ICP,,0.5346925873241662,119.54554455889509,2433
28,0,Palo_Alto,RandomForestRegressor,ICP,,0.9020072704283232,112.87266055044745,2433
29,0,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.9252410305041884,125.96511627908093,2433
31,0,Palo_Alto,NeuralNet,ICP,,0.847953216374269,67.1563720703125,2433
32,0,Palo_Alto,NeuralNet,Weighted_ICP,,0.8511142721669037,65.55493927001953,2433
34,0,Palo_Alto,RNN,ICP,,0.6053421842895527,26.048349380493164,2433
35,0,Palo_Alto,RNN,Weighted_ICP,,0.5993361782835467,23.04547500610352,2433
37,1,Palo_Alto,RidgeCV,ICP,,0.4923896499238965,86.9269633105812,876
38,1,Palo_Alto,RidgeCV,Weighted_ICP,,0.473997970573313,90.07240565610172,876
40,1,Palo_Alto,RandomForestRegressor,ICP,,0.8627600202942669,96.03283582091268,876
41,1,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8324454591577879,80.39041248605322,876
43,1,Palo_Alto,NeuralNet,ICP,,0.702054794520548,45.49986267089844,876
44,1,Palo_Alto,NeuralNet,Weighted_ICP,,0.7506341958396753,56.000465393066406,876
46,1,Palo_Alto,RNN,ICP,,0.6137747336377474,27.31227684020996,876
47,1,Palo_Alto,RNN,Weighted_ICP,,0.5892947742262811,22.157629013061523,876
49,1,Palo_Alto,RidgeCV,ICP,,0.515902054601745,99.462535515885,1654
50,1,Palo_Alto,RidgeCV,Weighted_ICP,,0.5140726146918098,98.06519906489497,1654
52,1,Palo_Alto,RandomForestRegressor,ICP,,0.8229665071770335,82.92258064517408,1654
53,1,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8505488319729806,88.02597623090178,1654
55,1,Palo_Alto,NeuralNet,ICP,,0.7786377708978328,50.42675018310547,1654
56,1,Palo_Alto,NeuralNet,Weighted_ICP,,0.7690683929074021,48.44716262817383,1654
58,1,Palo_Alto,RNN,ICP,,0.6272164368139599,23.74514579772949,1654
59,1,Palo_Alto,RNN,Weighted_ICP,,0.6754855052068675,28.83216667175293,1654
61,1,Palo_Alto,RidgeCV,ICP,,0.5904852220641694,127.61608574019142,2433
62,1,Palo_Alto,RidgeCV,Weighted_ICP,,0.5700964122016754,124.1336062747208,2433
64,1,Palo_Alto,RandomForestRegressor,ICP,,0.8978978978978979,121.85714285715194,2433
65,1,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.905642484589853,121.05860465116078,2433
67,1,Palo_Alto,NeuralNet,ICP,,0.923028291449344,336.7789611816406,2433
68,1,Palo_Alto,NeuralNet,Weighted_ICP,,0.9127548601232812,317.6173095703125,2433
70,1,Palo_Alto,RNN,ICP,,0.6428006954322744,27.995574951171875,2433
71,1,Palo_Alto,RNN,Weighted_ICP,,0.6325272641062115,28.14631462097168,2433
73,2,Palo_Alto,RidgeCV,ICP,,0.4616945712836124,89.76907575685955,876
74,2,Palo_Alto,RidgeCV,Weighted_ICP,,0.4704464738711314,87.38714366464636,876
76,2,Palo_Alto,RandomForestRegressor,ICP,,0.8971334348046677,102.37386363637066,876
77,2,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8273718924403856,81.80722891566387,876
79,2,Palo_Alto,NeuralNet,ICP,,0.7134703196347032,44.4398307800293,876
80,2,Palo_Alto,NeuralNet,Weighted_ICP,,0.7259005580923389,45.249290466308594,876
82,2,Palo_Alto,RNN,ICP,,0.5958904109589042,20.173465728759766,876
83,2,Palo_Alto,RNN,Weighted_ICP,,0.6509386098427195,27.030118942260746,876
85,2,Palo_Alto,RidgeCV,ICP,,0.5326484660849986,98.62841692101229,1654
86,2,Palo_Alto,RidgeCV,Weighted_ICP,,0.5258936110329299,105.31363898791788,1654
88,2,Palo_Alto,RandomForestRegressor,ICP,,0.8345060512243174,83.95409836065451,1654
89,2,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8046721080776809,73.85074626865047,1654
91,2,Palo_Alto,NeuralNet,ICP,,0.7680833098789756,48.97771835327149,1654
92,2,Palo_Alto,NeuralNet,Weighted_ICP,,0.8094567970728962,59.1158561706543,1654
94,2,Palo_Alto,RNN,ICP,,0.5965381367858148,23.00876235961914,1654
95,2,Palo_Alto,RNN,Weighted_ICP,,0.6001970166056854,26.795595169067386,1654
97,2,Palo_Alto,RidgeCV,ICP,,0.5538169748696065,127.26283354164394,2433
98,2,Palo_Alto,RidgeCV,Weighted_ICP,,0.6140350877192983,128.6012805989387,2433
100,2,Palo_Alto,RandomForestRegressor,ICP,,0.905642484589853,136.2054043803717,2433
101,2,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.905010273431326,122.11752577320722,2433
103,2,Palo_Alto,NeuralNet,ICP,,0.8367314683104157,57.00004577636719,2433
104,2,Palo_Alto,NeuralNet,Weighted_ICP,,0.8941046309467362,80.37450408935547,2433
106,2,Palo_Alto,RNN,ICP,,0.6477003319108582,24.567523956298828,2433
107,2,Palo_Alto,RNN,Weighted_ICP,,0.6524419155998104,27.662092208862305,2433
109,3,Palo_Alto,RidgeCV,ICP,,0.4571283612379503,86.7358550104573,876
110,3,Palo_Alto,RidgeCV,Weighted_ICP,,0.4994926433282598,94.62248917940072,876
112,3,Palo_Alto,RandomForestRegressor,ICP,,0.8480466768138001,96.40000000001385,876
113,3,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8354895991882293,87.65411764705911,876
115,3,Palo_Alto,NeuralNet,ICP,,0.7669964485032978,53.21825408935547,876
116,3,Palo_Alto,NeuralNet,Weighted_ICP,,0.7369355657026891,45.50017166137695,876
118,3,Palo_Alto,RNN,ICP,,0.582572298325723,19.618694305419922,876
119,3,Palo_Alto,RNN,Weighted_ICP,,0.5735667174023339,16.632783889770508,876
121,3,Palo_Alto,RidgeCV,ICP,,0.4790318041092035,98.41163247393034,1654
122,3,Palo_Alto,RidgeCV,Weighted_ICP,,0.5249085280045033,100.67861321367316,1654
124,3,Palo_Alto,RandomForestRegressor,ICP,,0.7997466929355475,64.96161616162469,1654
125,3,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8330987897551365,83.50776798523547,1654
127,3,Palo_Alto,NeuralNet,ICP,,0.6937799043062199,35.41006851196289,1654
128,3,Palo_Alto,NeuralNet,Weighted_ICP,,0.7375457359977484,45.56233596801758,1654
130,3,Palo_Alto,RNN,ICP,,0.6355192794821278,33.51461410522461,1654
131,3,Palo_Alto,RNN,Weighted_ICP,,0.6583169152828595,25.5267333984375,1654
133,3,Palo_Alto,RidgeCV,ICP,,0.5672514619883041,131.35387656942473,2433
134,3,Palo_Alto,RidgeCV,Weighted_ICP,,0.5808440018966334,126.6983164030451,2433
136,3,Palo_Alto,RandomForestRegressor,ICP,,0.9054844318002212,119.91886792452124,2433
137,3,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.911016279437332,133.25434782609378,2433
139,3,Palo_Alto,NeuralNet,ICP,,0.8685000790263948,71.43738555908203,2433
140,3,Palo_Alto,NeuralNet,Weighted_ICP,,0.8677098150782361,70.59318542480469,2433
142,3,Palo_Alto,RNN,ICP,,0.6260470997313102,29.11492919921875,2433
143,3,Palo_Alto,RNN,Weighted_ICP,,0.6181444602497234,23.35906410217285,2433
145,4,Palo_Alto,RidgeCV,ICP,,0.4865550481988838,99.20693838014269,876
146,4,Palo_Alto,RidgeCV,Weighted_ICP,,0.4681633688483003,89.31843070860228,876
148,4,Palo_Alto,RandomForestRegressor,ICP,,0.9079147640791476,129.9157894736854,876
149,4,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8942161339421614,109.5041666666578,876
151,4,Palo_Alto,NeuralNet,ICP,,0.6445966514459666,32.909255981445305,876
152,4,Palo_Alto,NeuralNet,Weighted_ICP,,0.7034500253678336,44.90336227416992,876
154,4,Palo_Alto,RNN,ICP,,0.5602486047691527,13.502291679382324,876
155,4,Palo_Alto,RNN,Weighted_ICP,,0.5657026889903602,17.68052864074707,876
157,4,Palo_Alto,RidgeCV,ICP,,0.4794539825499578,101.8473552243107,1654
158,4,Palo_Alto,RidgeCV,Weighted_ICP,,0.5187165775401069,101.64236925139076,1654
160,4,Palo_Alto,RandomForestRegressor,ICP,,0.8183225443287363,84.44963503650997,1654
161,4,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8205741626794258,79.05163222521784,1654
163,4,Palo_Alto,NeuralNet,ICP,,0.7495074584857867,47.028770446777344,1654
164,4,Palo_Alto,NeuralNet,Weighted_ICP,,0.7419082465522094,42.07603073120117,1654
166,4,Palo_Alto,RNN,ICP,,0.6139881790036589,21.241138458251953,1654
167,4,Palo_Alto,RNN,Weighted_ICP,,0.6110329299183789,22.494874954223636,1654
169,4,Palo_Alto,RidgeCV,ICP,,0.6238343606764659,134.90370601546428,2433
170,4,Palo_Alto,RidgeCV,Weighted_ICP,,0.5802117907381066,129.32474175364234,2433
172,4,Palo_Alto,RandomForestRegressor,ICP,,0.9061166429587484,128.88205128206155,2433
173,4,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.9078552236446972,123.51376146788428,2433
175,4,Palo_Alto,NeuralNet,ICP,,0.8814604077761973,69.31250762939453,2433
176,4,Palo_Alto,NeuralNet,Weighted_ICP,,0.859333017227754,61.82038879394531,2433
178,4,Palo_Alto,RNN,ICP,,0.6184605658289869,25.353090286254886,2433
179,4,Palo_Alto,RNN,Weighted_ICP,,0.7215109846688794,41.64439010620117,2433
181,5,Palo_Alto,RidgeCV,ICP,,0.5139523084728564,93.762242490542,876
182,5,Palo_Alto,RidgeCV,Weighted_ICP,,0.4974632166412988,90.44536504043606,876
184,5,Palo_Alto,RandomForestRegressor,ICP,,0.8207762557077626,73.57481481482839,876
185,5,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8945966514459666,102.02941176469965,876
187,5,Palo_Alto,NeuralNet,ICP,,0.7475900558092339,54.89904022216797,876
188,5,Palo_Alto,NeuralNet,Weighted_ICP,,0.7255200405885337,50.5024528503418,876
190,5,Palo_Alto,RNN,ICP,,0.6010908168442415,25.269723892211914,876
191,5,Palo_Alto,RNN,Weighted_ICP,,0.6060375443937088,22.51590156555176,876
193,5,Palo_Alto,RidgeCV,ICP,,0.5005629045876724,105.43012860766407,1654
194,5,Palo_Alto,RidgeCV,Weighted_ICP,,0.50295524908528,99.37472147851123,1654
196,5,Palo_Alto,RandomForestRegressor,ICP,,0.8246552209400506,75.40856707980583,1654
197,5,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8428088938924853,85.9990610328588,1654
199,5,Palo_Alto,NeuralNet,ICP,,0.7371235575569941,39.718692779541016,1654
200,5,Palo_Alto,NeuralNet,Weighted_ICP,,0.7630171685899241,48.52177429199219,1654
202,5,Palo_Alto,RNN,ICP,,0.588094567970729,20.37674140930176,1654
203,5,Palo_Alto,RNN,Weighted_ICP,,0.5705037996059668,17.9359130859375,1654
205,5,Palo_Alto,RidgeCV,ICP,,0.5666192508297772,128.62251064193157,2433
206,5,Palo_Alto,RidgeCV,Weighted_ICP,,0.6252568357831516,127.26406785171308,2433
208,5,Palo_Alto,RandomForestRegressor,ICP,,0.8947368421052632,119.60264116575293,2433
209,5,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.9046941678520626,113.59798994974705,2433
211,5,Palo_Alto,NeuralNet,ICP,,0.8133396554449186,53.09608459472656,2433
212,5,Palo_Alto,NeuralNet,Weighted_ICP,,0.847953216374269,67.06307983398439,2433
214,5,Palo_Alto,RNN,ICP,,0.6913229018492176,44.26441192626953,2433
215,5,Palo_Alto,RNN,Weighted_ICP,,0.656867393709499,36.313392639160156,2433
217,6,Palo_Alto,RidgeCV,ICP,,0.5144596651445966,108.02338879427181,876
218,6,Palo_Alto,RidgeCV,Weighted_ICP,,0.4670218163368848,91.29726565000351,876
220,6,Palo_Alto,RandomForestRegressor,ICP,,0.8940892947742263,103.1691256830535,876
221,6,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8850837138508372,92.95833333333886,876
223,6,Palo_Alto,NeuralNet,ICP,,0.6878488077118214,37.87434768676758,876
224,6,Palo_Alto,NeuralNet,Weighted_ICP,,0.7734652460679858,59.11634826660156,876
226,6,Palo_Alto,RNN,ICP,,0.6017250126839168,19.9326114654541,876
227,6,Palo_Alto,RNN,Weighted_ICP,,0.5781329274479959,16.42138671875,876
229,6,Palo_Alto,RidgeCV,ICP,,0.4866310160427808,101.18028449803518,1654
230,6,Palo_Alto,RidgeCV,Weighted_ICP,,0.5099915564311849,105.65421974227276,1654
232,6,Palo_Alto,RandomForestRegressor,ICP,,0.8056571911061076,66.45454545454174,1654
233,6,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8198705319448354,80.3250029359986,1654
235,6,Palo_Alto,NeuralNet,ICP,,0.7728679988741908,48.64457702636719,1654
236,6,Palo_Alto,NeuralNet,Weighted_ICP,,0.7481001970166057,41.95570755004883,1654
238,6,Palo_Alto,RNN,ICP,,0.5790880945679707,18.50193977355957,1654
239,6,Palo_Alto,RNN,Weighted_ICP,,0.5872502110892204,22.5625,1654
241,6,Palo_Alto,RidgeCV,ICP,,0.5675675675675675,129.47694410316657,2433
242,6,Palo_Alto,RidgeCV,Weighted_ICP,,0.5424371740161213,121.00575644441182,2433
244,6,Palo_Alto,RandomForestRegressor,ICP,,0.9197091828670776,122.47025380711193,2433
245,6,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.9097518571202782,116.04791666667991,2433
247,6,Palo_Alto,NeuralNet,ICP,,0.8847795163584637,76.41432189941406,2433
248,6,Palo_Alto,NeuralNet,Weighted_ICP,,0.8528528528528528,64.09387969970703,2433
250,6,Palo_Alto,RNN,ICP,,0.6292081555239449,30.11447715759277,2433
251,6,Palo_Alto,RNN,Weighted_ICP,,0.6552868658131816,28.21739196777344,2433
253,7,Palo_Alto,RidgeCV,ICP,,0.4550989345509893,86.44891150853478,876
254,7,Palo_Alto,RidgeCV,Weighted_ICP,,0.4842719431760528,98.19365168258273,876
