index,Unnamed: 0,itrial,dataname,muh_fun,method,train_size,coverage,width
51,,4,Solar_Atl,RNN,Ensemble,876,0.8924403855910705,247.62373936218552
52,,4,Solar_Atl,RidgeCV,Ensemble,1654,0.8898114269631298,276.6071609165255
53,,4,Solar_Atl,RandomForestRegressor,Ensemble,1654,0.8990993526597242,267.73741330878823
54,,4,Solar_Atl,NeuralNet,Ensemble,1654,0.8990993526597242,258.88852034177415
55,,4,Solar_Atl,RNN,Ensemble,1654,0.8958626512806079,262.5800371319686
56,,4,Solar_Atl,RidgeCV,Ensemble,2433,0.8915757863126285,288.0457781246523
57,,4,Solar_Atl,RandomForestRegressor,Ensemble,2433,0.9105421210684368,280.9541431801853
58,,4,Solar_Atl,NeuralNet,Ensemble,2433,0.9023233760075864,257.29690673109644
59,,4,Solar_Atl,RNN,Ensemble,2433,0.9138612296507034,276.0690012332955
60,,5,Solar_Atl,RidgeCV,Ensemble,876,0.8841958396752917,255.8442800974185
61,,5,Solar_Atl,RandomForestRegressor,Ensemble,876,0.8966260781329275,249.9865092514817
62,,5,Solar_Atl,NeuralNet,Ensemble,876,0.8940892947742263,255.1660404094701
63,,5,Solar_Atl,RNN,Ensemble,876,0.8923135464231354,247.65895109053275
64,,5,Solar_Atl,RidgeCV,Ensemble,1654,0.8881227132001126,277.1586974771787
65,,5,Solar_Atl,RandomForestRegressor,Ensemble,1654,0.8978328173374613,267.34062280045015
66,,5,Solar_Atl,NeuralNet,Ensemble,1654,0.8995215311004785,257.23604421085463
67,,5,Solar_Atl,RNN,Ensemble,1654,0.8964255558682803,262.77297481137697
68,,5,Solar_Atl,RidgeCV,Ensemble,2433,0.8907855223644697,288.4858459648235
69,,5,Solar_Atl,RandomForestRegressor,Ensemble,2433,0.911016279437332,279.8742543319672
70,,5,Solar_Atl,NeuralNet,Ensemble,2433,0.9001106369527422,253.25310679556839
71,,5,Solar_Atl,RNN,Ensemble,2433,0.9138612296507034,275.6537957164848
72,,6,Solar_Atl,RidgeCV,Ensemble,876,0.8858447488584474,255.94510223671008
73,,6,Solar_Atl,RandomForestRegressor,Ensemble,876,0.8949771689497716,251.4911312252017
74,,6,Solar_Atl,NeuralNet,Ensemble,876,0.8916793505834602,254.5544845024356
75,,6,Solar_Atl,RNN,Ensemble,876,0.8921867072552004,247.57745915941743
76,,6,Solar_Atl,RidgeCV,Ensemble,1654,0.8900928792569659,276.7713032426942
77,,6,Solar_Atl,RandomForestRegressor,Ensemble,1654,0.8968477343090346,266.46805319177497
78,,6,Solar_Atl,NeuralNet,Ensemble,1654,0.8972699127497891,257.6734311313316
79,,6,Solar_Atl,RNN,Ensemble,1654,0.8964255558682803,262.4208572514849
80,,6,Solar_Atl,RidgeCV,Ensemble,2433,0.8907855223644697,288.0295329908504
81,,6,Solar_Atl,RandomForestRegressor,Ensemble,2433,0.9132290184921764,280.3603995077405
82,,6,Solar_Atl,NeuralNet,Ensemble,2433,0.9035877983246404,257.425100687305
83,,6,Solar_Atl,RNN,Ensemble,2433,0.9137031768610716,276.1145518883084
84,,7,Solar_Atl,RidgeCV,Ensemble,876,0.8835616438356164,255.85072060658902
85,,7,Solar_Atl,RandomForestRegressor,Ensemble,876,0.8999238964992391,246.69844678463772
86,,7,Solar_Atl,NeuralNet,Ensemble,876,0.8930745814307458,255.3534003437512
87,,7,Solar_Atl,RNN,Ensemble,876,0.8920598680872653,247.9035995870166
88,,7,Solar_Atl,RidgeCV,Ensemble,1654,0.8907965099915565,276.33804994275255
89,,7,Solar_Atl,RandomForestRegressor,Ensemble,1654,0.8990993526597242,265.91509892490893
90,,7,Solar_Atl,NeuralNet,Ensemble,1654,0.8978328173374613,253.17647243893836
