itrial,dataname,muh_fun,method,train_size,coverage,width
0,San_Mateo,RidgeCV,Ensemble,856,0.8961187214611872,103.26216832078529
0,San_Mateo,RidgeCV,ICP,856,0.8028919330289194,95.57187090151497
0,San_Mateo,RidgeCV,Weighted_ICP,856,0.8164637239979706,96.68310005582447
0,San_Mateo,RandomForestRegressor,Ensemble,856,0.8986555048198884,132.49209180611322
0,San_Mateo,RandomForestRegressor,ICP,856,0.8571790969051243,98.87906976743405
0,San_Mateo,RandomForestRegressor,Weighted_ICP,856,0.8430999492643328,112.16923076924402
0,San_Mateo,NeuralNet,Ensemble,856,0.8918061897513953,152.02225159267792
0,San_Mateo,NeuralNet,ICP,856,0.6574074074074074,57.15636444091797
0,San_Mateo,NeuralNet,Weighted_ICP,856,0.5946220192795535,30.827272415161133
0,San_Mateo,RNN,Ensemble,856,0.8895230847285642,187.98655593954143
0,San_Mateo,RNN,ICP,856,0.5759766615930999,34.19913101196289
0,San_Mateo,RNN,Weighted_ICP,856,0.5683663115169965,32.94065475463867
0,San_Mateo,RidgeCV,Ensemble,1634,0.9026175063326766,95.62463716047915
0,San_Mateo,RidgeCV,ICP,1634,0.8460455952716015,81.32069652493703
0,San_Mateo,RidgeCV,Weighted_ICP,1634,0.8613847452856741,84.72592130951192
0,San_Mateo,RandomForestRegressor,Ensemble,1634,0.9021953278919224,129.30184986679927
0,San_Mateo,RandomForestRegressor,ICP,1634,0.8042499296369265,85.20985592471975
0,San_Mateo,RandomForestRegressor,Weighted_ICP,1634,0.8725021108922038,111.81146459805088
0,San_Mateo,NeuralNet,Ensemble,1634,0.8912186884323107,137.57568145673565
0,San_Mateo,NeuralNet,ICP,1634,0.6729524345623417,58.03919982910156
0,San_Mateo,NeuralNet,Weighted_ICP,1634,0.6481846327047566,48.32162857055664
0,San_Mateo,RNN,Ensemble,1634,0.8955811989867717,154.7387178573423
0,San_Mateo,RNN,ICP,1634,0.6529693216999719,58.158145904541016
0,San_Mateo,RNN,Weighted_ICP,1634,0.6446664790318041,54.12703323364258
0,San_Mateo,RidgeCV,Ensemble,2413,0.9121226489647543,95.85564137034366
0,San_Mateo,RidgeCV,ICP,2413,0.8928402086296823,90.83759941341967
0,San_Mateo,RidgeCV,Weighted_ICP,2413,0.893630472577841,91.894294930558
0,San_Mateo,RandomForestRegressor,Ensemble,2413,0.9122807017543859,125.58437142372289
0,San_Mateo,RandomForestRegressor,ICP,2413,0.8849375691480955,116.84579124580243
0,San_Mateo,RandomForestRegressor,Weighted_ICP,2413,0.8982140034771614,127.06756756757329
0,San_Mateo,NeuralNet,Ensemble,2413,0.8961593172119487,124.33608996535858
0,San_Mateo,NeuralNet,ICP,2413,0.7466413782203256,56.74086380004883
0,San_Mateo,NeuralNet,Weighted_ICP,2413,0.7945313734787419,77.35159301757812
0,San_Mateo,RNN,Ensemble,2413,0.8967915283704757,136.28540717367878
0,San_Mateo,RNN,ICP,2413,0.744586691955113,80.71232604980469
0,San_Mateo,RNN,Weighted_ICP,2413,0.7859965228386281,92.1183853149414
1,San_Mateo,RidgeCV,Ensemble,856,0.8967529173008625,103.1842424630447
1,San_Mateo,RidgeCV,ICP,856,0.8162100456621004,97.7576702537857
1,San_Mateo,RidgeCV,Weighted_ICP,856,0.8366311516996449,91.9041817498671
1,San_Mateo,RandomForestRegressor,Ensemble,856,0.8982749873160832,130.20149333223895
1,San_Mateo,RandomForestRegressor,ICP,856,0.8583206494165398,99.45848101264767
1,San_Mateo,RandomForestRegressor,Weighted_ICP,856,0.8294013191273465,81.51325301205155
1,San_Mateo,NeuralNet,Ensemble,856,0.8951040081177067,163.83795353822973
1,San_Mateo,NeuralNet,ICP,856,0.6296296296296297,46.31035614013672
1,San_Mateo,NeuralNet,Weighted_ICP,856,0.6220192795535261,40.020755767822266
1,San_Mateo,RNN,Ensemble,856,0.8918061897513953,202.05938882358004
1,San_Mateo,RNN,ICP,856,0.5591070522577372,30.972156524658203
1,San_Mateo,RNN,Weighted_ICP,856,0.5657026889903602,34.862945556640625
1,San_Mateo,RidgeCV,Ensemble,1634,0.9027582324795947,97.18990070643781
1,San_Mateo,RidgeCV,ICP,1634,0.8412609062763862,76.88488976882853
1,San_Mateo,RidgeCV,Weighted_ICP,1634,0.8318322544328737,74.44001439388032
1,San_Mateo,RandomForestRegressor,Ensemble,1634,0.9013509710104137,127.85088599723694
1,San_Mateo,RandomForestRegressor,ICP,1634,0.8459048691246833,97.21359223301764
1,San_Mateo,RandomForestRegressor,Weighted_ICP,1634,0.8145229383619477,81.22171340929323
1,San_Mateo,NeuralNet,Ensemble,1634,0.8885448916408669,137.4402075217063
1,San_Mateo,NeuralNet,ICP,1634,0.6386152547143259,42.20525360107422
1,San_Mateo,NeuralNet,Weighted_ICP,1634,0.6266535322262876,44.60666275024414
1,San_Mateo,RNN,Ensemble,1634,0.8940332113706727,170.04054319151334
1,San_Mateo,RNN,ICP,1634,0.6631016042780749,64.31460571289062
1,San_Mateo,RNN,Weighted_ICP,1634,0.6638052350126653,63.05520248413086
1,San_Mateo,RidgeCV,Ensemble,2413,0.9122807017543859,95.85475461784443
1,San_Mateo,RidgeCV,ICP,2413,0.8922079974711553,94.09723956620009
1,San_Mateo,RidgeCV,Weighted_ICP,2413,0.8933143669985776,92.60520725605194
1,San_Mateo,RandomForestRegressor,Ensemble,2413,0.9125968073336495,125.98671220915273
1,San_Mateo,RandomForestRegressor,ICP,2413,0.8993203730045836,131.15584415582464
