itrial,dataname,muh_fun,method,train_size,coverage,width
0,San_Mateo,RidgeCV,Ensemble,876,0.8833079654997463,378.4420563076944
0,San_Mateo,RidgeCV,ICP,876,0.4946727549467275,88.69817229161357
0,San_Mateo,RidgeCV,Weighted_ICP,876,0.5150938609842719,101.45923090314913
0,San_Mateo,RandomForestRegressor,Ensemble,876,0.8947234906139016,140.01294465647484
0,San_Mateo,RandomForestRegressor,ICP,876,0.8296549974632167,93.73281360735992
0,San_Mateo,RandomForestRegressor,Weighted_ICP,876,0.8235667174023339,92.01851851853152
0,San_Mateo,NeuralNet,Ensemble,876,0.8996702181633689,135.03101616298582
0,San_Mateo,NeuralNet,ICP,876,0.7116945712836124,47.40693664550781
0,San_Mateo,NeuralNet,Weighted_ICP,876,0.7250126839167935,51.33612823486328
0,San_Mateo,RNN,Ensemble,876,0.8880010147133435,128.4330365537219
0,San_Mateo,RNN,ICP,876,0.5677321156773212,15.54635238647461
0,San_Mateo,RNN,Weighted_ICP,876,0.5517503805175038,14.010102272033691
0,San_Mateo,RidgeCV,Ensemble,1654,0.8836194764987335,251.4634682387793
0,San_Mateo,RidgeCV,ICP,1654,0.5247678018575851,101.58362721395628
0,San_Mateo,RidgeCV,Weighted_ICP,1654,0.5415142133408387,114.6961312842678
0,San_Mateo,RandomForestRegressor,Ensemble,1654,0.9021953278919224,152.17408699604837
0,San_Mateo,RandomForestRegressor,ICP,1654,0.8076273571629609,72.7868020944992
0,San_Mateo,RandomForestRegressor,Weighted_ICP,1654,0.816493104418801,85.25352112676339
0,San_Mateo,NeuralNet,Ensemble,1654,0.893048128342246,121.851603312016
0,San_Mateo,NeuralNet,ICP,1654,0.7437376864621447,42.78056716918945
0,San_Mateo,NeuralNet,Weighted_ICP,1654,0.7262876442443006,39.95192337036133
0,San_Mateo,RNN,Ensemble,1654,0.8827751196172249,133.79743904508433
0,San_Mateo,RNN,ICP,1654,0.6020264565156206,24.448631286621094
0,San_Mateo,RNN,Weighted_ICP,1654,0.6162397973543484,24.891733169555664
0,San_Mateo,RidgeCV,Ensemble,2433,0.8685000790263948,318.24073611718984
0,San_Mateo,RidgeCV,ICP,2433,0.590169116484906,123.61885296503831
0,San_Mateo,RidgeCV,Weighted_ICP,2433,0.5541330804488699,122.273307729435
0,San_Mateo,RandomForestRegressor,Ensemble,2433,0.9103840682788051,136.01321572659427
0,San_Mateo,RandomForestRegressor,ICP,2433,0.8686581318160266,100.79848990852592
0,San_Mateo,RandomForestRegressor,Weighted_ICP,2433,0.8869922554133081,122.5135370152909
0,San_Mateo,NeuralNet,Ensemble,2433,0.8953690532637901,108.91100064976499
0,San_Mateo,NeuralNet,ICP,2433,0.833570412517781,59.185306549072266
0,San_Mateo,NeuralNet,Weighted_ICP,2433,0.7923186344238976,50.3941535949707
0,San_Mateo,RNN,Ensemble,2433,0.8648648648648649,130.34266508654574
0,San_Mateo,RNN,ICP,2433,0.6552868658131816,34.15623092651367
0,San_Mateo,RNN,Weighted_ICP,2433,0.611822348664454,27.025266647338867
1,San_Mateo,RidgeCV,Ensemble,876,0.8839421613394216,378.805673024515
1,San_Mateo,RidgeCV,ICP,876,0.5343734145104008,91.02674063123897
1,San_Mateo,RidgeCV,Weighted_ICP,876,0.4878234398782344,89.01166009108067
1,San_Mateo,RandomForestRegressor,Ensemble,876,0.8954845256215119,143.10857168152225
1,San_Mateo,RandomForestRegressor,ICP,876,0.8324454591577879,87.72972972971507
1,San_Mateo,RandomForestRegressor,Weighted_ICP,876,0.8253424657534246,81.59685737309181
1,San_Mateo,NeuralNet,Ensemble,876,0.8991628614916286,146.18817614561092
1,San_Mateo,NeuralNet,ICP,876,0.7602739726027398,64.68138122558594
1,San_Mateo,NeuralNet,Weighted_ICP,876,0.6837899543378996,44.99769592285156
1,San_Mateo,RNN,Ensemble,876,0.8877473363774734,132.39993330955969
1,San_Mateo,RNN,ICP,876,0.5530187721968544,18.41614532470703
1,San_Mateo,RNN,Weighted_ICP,876,0.5554287163876205,17.626813888549805
1,San_Mateo,RidgeCV,Ensemble,1654,0.8847452856740783,256.28109244662465
1,San_Mateo,RidgeCV,ICP,1654,0.5810582606248241,103.1297374980138
1,San_Mateo,RidgeCV,Weighted_ICP,1654,0.5475654376583169,99.83695085125497
1,San_Mateo,RandomForestRegressor,Ensemble,1654,0.9019138755980861,155.27567778427016
1,San_Mateo,RandomForestRegressor,ICP,1654,0.8218406980016887,80.17763157894674
1,San_Mateo,RandomForestRegressor,Weighted_ICP,1654,0.8263439347030679,83.08031496063074
1,San_Mateo,NeuralNet,Ensemble,1654,0.8915001407261469,119.0355539700708
1,San_Mateo,NeuralNet,ICP,1654,0.7300872502110892,42.21550369262695
1,San_Mateo,NeuralNet,Weighted_ICP,1654,0.7566844919786097,47.01206588745117
1,San_Mateo,RNN,Ensemble,1654,0.8877005347593583,150.0141722234049
1,San_Mateo,RNN,ICP,1654,0.5989304812834224,30.562482833862305
1,San_Mateo,RNN,Weighted_ICP,1654,0.6623979735434844,36.4069938659668
1,San_Mateo,RidgeCV,Ensemble,2433,0.8697645013434487,312.4890338141846
1,San_Mateo,RidgeCV,ICP,2433,0.6116642958748222,129.20613907532953
1,San_Mateo,RidgeCV,Weighted_ICP,2433,0.5877983246404299,126.06228184768915
1,San_Mateo,RandomForestRegressor,Ensemble,2433,0.9107001738580686,145.288575596972
1,San_Mateo,RandomForestRegressor,ICP,2433,0.8743480322427691,114.06829268291577
1,San_Mateo,RandomForestRegressor,Weighted_ICP,2433,0.8852536747273589,118.63841119614295
