itrial,dataname,muh_fun,method,train_size,coverage,width
0,Redwood_City,RidgeCV,Ensemble,876,0.8841958396752917,380.676555519038
0,Redwood_City,RidgeCV,ICP,876,0.4726027397260274,86.01534114255017
0,Redwood_City,RidgeCV,Weighted_ICP,876,0.5149670218163369,99.02426892413487
0,Redwood_City,RandomForestRegressor,Ensemble,876,0.8919330289193302,126.51571703484564
0,Redwood_City,RandomForestRegressor,ICP,876,0.8375190258751902,93.3734939759184
0,Redwood_City,RandomForestRegressor,Weighted_ICP,876,0.8264840182648402,94.17647058822747
0,Redwood_City,NeuralNet,Ensemble,876,0.8937087772704211,139.70133731445262
0,Redwood_City,NeuralNet,ICP,876,0.6841704718417048,40.96636962890625
0,Redwood_City,NeuralNet,Weighted_ICP,876,0.7256468797564688,50.344268798828125
0,Redwood_City,RNN,Ensemble,876,0.8904109589041096,137.29287708648252
0,Redwood_City,RNN,ICP,876,0.626078132927448,26.406248092651367
0,Redwood_City,RNN,Weighted_ICP,876,0.6244292237442922,24.126340866088867
0,Redwood_City,RidgeCV,Ensemble,1654,0.8824936673233886,260.522306462884
0,Redwood_City,RidgeCV,ICP,1654,0.5175907683647621,100.64087581669659
0,Redwood_City,RidgeCV,Weighted_ICP,1654,0.5388404165493949,113.8392874888467
0,Redwood_City,RandomForestRegressor,Ensemble,1654,0.897410638896707,138.81187475918298
0,Redwood_City,RandomForestRegressor,ICP,1654,0.8418238108640586,104.92812499998635
0,Redwood_City,RandomForestRegressor,Weighted_ICP,1654,0.8143822122150296,82.91764705883234
0,Redwood_City,NeuralNet,Ensemble,1654,0.8931888544891641,118.1911670413769
0,Redwood_City,NeuralNet,ICP,1654,0.7620320855614974,50.03053665161133
0,Redwood_City,NeuralNet,Weighted_ICP,1654,0.7279763580073177,40.62479019165039
0,Redwood_City,RNN,Ensemble,1654,0.87278356318604,148.57702961267216
0,Redwood_City,RNN,ICP,1654,0.6141289051505769,26.1208438873291
0,Redwood_City,RNN,Weighted_ICP,1654,0.6056853363354912,22.43758201599121
0,Redwood_City,RidgeCV,Ensemble,2433,0.8650229176544966,330.6894297526893
0,Redwood_City,RidgeCV,ICP,2433,0.5827406353722143,122.27605099797512
0,Redwood_City,RidgeCV,Weighted_ICP,2433,0.5508139718666034,120.90020287968156
0,Redwood_City,RandomForestRegressor,Ensemble,2433,0.9129129129129129,128.71059229502137
0,Redwood_City,RandomForestRegressor,ICP,2433,0.8888888888888888,102.89272727271299
0,Redwood_City,RandomForestRegressor,Weighted_ICP,2433,0.9035877983246404,126.43225806450998
0,Redwood_City,NeuralNet,Ensemble,2433,0.9009009009009009,96.1284946981313
0,Redwood_City,NeuralNet,ICP,2433,0.8768768768768769,68.80543518066406
0,Redwood_City,NeuralNet,Weighted_ICP,2433,0.829935198356251,55.04008102416992
0,Redwood_City,RNN,Ensemble,2433,0.8659712343922871,156.4916628863621
0,Redwood_City,RNN,ICP,2433,0.6080290817132923,26.92037582397461
0,Redwood_City,RNN,Weighted_ICP,2433,0.6115062430851904,25.062400817871094
1,Redwood_City,RidgeCV,Ensemble,876,0.8840690005073567,387.31107678012023
1,Redwood_City,RidgeCV,ICP,876,0.5148401826484018,90.41714080667535
1,Redwood_City,RidgeCV,Weighted_ICP,876,0.49099441907661084,89.8846691771203
1,Redwood_City,RandomForestRegressor,Ensemble,876,0.8918061897513953,125.53493939894881
1,Redwood_City,RandomForestRegressor,ICP,876,0.8618721461187214,111.66753246752273
1,Redwood_City,RandomForestRegressor,Weighted_ICP,876,0.8102486047691527,76.77391304347569
1,Redwood_City,NeuralNet,Ensemble,876,0.8933282597666159,136.05813261565973
1,Redwood_City,NeuralNet,ICP,876,0.737062404870624,54.18941116333008
1,Redwood_City,NeuralNet,Weighted_ICP,876,0.7071283612379503,48.91682815551758
1,Redwood_City,RNN,Ensemble,876,0.8887620497209539,136.58222637279667
1,Redwood_City,RNN,ICP,876,0.5768645357686454,19.708295822143555
1,Redwood_City,RNN,Weighted_ICP,876,0.5634195839675292,17.68922233581543
1,Redwood_City,RidgeCV,Ensemble,1654,0.8826343934703068,266.2253179657637
1,Redwood_City,RidgeCV,ICP,1654,0.5543202927103856,100.63781871343159
1,Redwood_City,RidgeCV,Weighted_ICP,1654,0.5388404165493949,96.99399130507861
1,Redwood_City,RandomForestRegressor,Ensemble,1654,0.8929074021953279,142.58463543056862
1,Redwood_City,RandomForestRegressor,ICP,1654,0.8131156768927666,86.96240601502667
1,Redwood_City,RandomForestRegressor,Weighted_ICP,1654,0.8245144947931325,84.16900445583929
1,Redwood_City,NeuralNet,Ensemble,1654,0.8926259499014917,107.2476894598543
1,Redwood_City,NeuralNet,ICP,1654,0.7481001970166057,45.6536865234375
1,Redwood_City,NeuralNet,Weighted_ICP,1654,0.7830002814522938,48.19874954223633
1,Redwood_City,RNN,Ensemble,1654,0.8777089783281734,156.90070498206595
1,Redwood_City,RNN,ICP,1654,0.5916127216436814,22.89031219482422
1,Redwood_City,RNN,Weighted_ICP,1654,0.5623416830847171,16.47481346130371
1,Redwood_City,RidgeCV,Ensemble,2433,0.8666034455508139,328.06994177336736
1,Redwood_City,RidgeCV,ICP,2433,0.590169116484906,126.88662889922898
1,Redwood_City,RidgeCV,Weighted_ICP,2433,0.5776829461039987,127.03621025138051
1,Redwood_City,RandomForestRegressor,Ensemble,2433,0.9135451240714398,132.39749228150313
1,Redwood_City,RandomForestRegressor,ICP,2433,0.8944207365259997,114.9708737864029
1,Redwood_City,RandomForestRegressor,Weighted_ICP,2433,0.9062746957483799,124.58412273799333
