itrial,dataname,method,alpha,coverage,width
0,Solar_Atl,ARIMA,0.05,0.805,109.83989941567951
0,Solar_Atl,ARIMA,0.1,0.7695,92.18054941977086
0,Solar_Atl,ARIMA,0.15000000000000002,0.7395,80.67392728682752
0,Solar_Atl,ARIMA,0.2,0.71025,71.82044984793913
0,Solar_Atl,ARIMA,0.25,0.68675,64.467643910835
