index,itrial,dataname,muh_fun,method,alpha,coverage,width
0,0,Milpitas,RidgeCV,Ensemble,0.05,0.939925799086758,316.6309390867953
1,0,Milpitas,RidgeCV,ICP,0.05,0.6434075342465754,132.20561878344992
2,0,Milpitas,RidgeCV,Weighted_ICP,0.05,0.6820776255707762,138.87474796872095
3,0,Milpitas,RandomForestRegressor,Ensemble,0.05,0.9513413242009132,210.62694288277584
4,0,Milpitas,RandomForestRegressor,ICP,0.05,0.9109589041095892,138.79389312978992
5,0,Milpitas,RandomForestRegressor,Weighted_ICP,0.05,0.9198059360730594,145.263247863266
6,0,Milpitas,Sequential,Ensemble,0.05,0.9335045662100456,181.4252295805331
7,0,Milpitas,Sequential,ICP,0.05,0.7969463470319634,64.21149444580078
8,0,Milpitas,Sequential,Weighted_ICP,0.05,0.8125,69.59332275390625
9,0,Milpitas,RNN,Ensemble,0.05,0.9297945205479452,190.5003563993924
10,0,Milpitas,RNN,ICP,0.05,0.6264269406392694,27.38008117675781
11,0,Milpitas,RNN,Weighted_ICP,0.05,0.6240011415525114,26.843488693237305
12,0,Milpitas,RidgeCV,Ensemble,0.1,0.8848458904109592,254.86077103289864
13,0,Milpitas,RidgeCV,ICP,0.1,0.5585045662100456,106.94424352088824
14,0,Milpitas,RidgeCV,Weighted_ICP,0.1,0.5737728310502284,104.1621490120804
15,0,Milpitas,RandomForestRegressor,Ensemble,0.1,0.8969748858447488,125.9226398440032
16,0,Milpitas,RandomForestRegressor,ICP,0.1,0.8544520547945206,87.58778625954622
17,0,Milpitas,RandomForestRegressor,Weighted_ICP,0.1,0.8650114155251142,91.64573170732687
18,0,Milpitas,Sequential,Ensemble,0.1,0.906392694063927,112.16759673913522
19,0,Milpitas,Sequential,ICP,0.1,0.7875285388127854,53.98984146118164
20,0,Milpitas,Sequential,Weighted_ICP,0.1,0.8063641552511416,55.12339401245117
21,0,Milpitas,RNN,Ensemble,0.1,0.8831335616438356,145.9119505182564
22,0,Milpitas,RNN,ICP,0.1,0.6023116438356164,21.234464645385746
23,0,Milpitas,RNN,Weighted_ICP,0.1,0.6238584474885844,26.886215209960927
24,0,Milpitas,RidgeCV,Ensemble,0.15000000000000002,0.8301940639269406,216.39991419895333
25,0,Milpitas,RidgeCV,ICP,0.15000000000000002,0.4850171232876712,88.48191609955471
26,0,Milpitas,RidgeCV,Weighted_ICP,0.15000000000000002,0.5055650684931506,87.61825568903177
27,0,Milpitas,RandomForestRegressor,Ensemble,0.15000000000000002,0.8476027397260274,86.46022539107916
28,0,Milpitas,RandomForestRegressor,ICP,0.15000000000000002,0.7788242009132421,54.44619069002085
29,0,Milpitas,RandomForestRegressor,Weighted_ICP,0.15000000000000002,0.7918093607305936,56.37842401501229
30,0,Milpitas,Sequential,Ensemble,0.15000000000000002,0.8444634703196348,89.47355250032018
31,0,Milpitas,Sequential,ICP,0.15000000000000002,0.7161815068493149,32.34402084350586
32,0,Milpitas,Sequential,Weighted_ICP,0.15000000000000002,0.766695205479452,44.000160217285156
33,0,Milpitas,RNN,Ensemble,0.15000000000000002,0.8416095890410958,126.2914500322381
34,0,Milpitas,RNN,ICP,0.15000000000000002,0.5780536529680366,18.748531341552734
35,0,Milpitas,RNN,Weighted_ICP,0.15000000000000002,0.5663527397260274,15.94588565826416
36,0,Milpitas,RidgeCV,Ensemble,0.2,0.7825342465753424,187.99226810511232
37,0,Milpitas,RidgeCV,ICP,0.2,0.4469178082191781,78.56663518235932
38,0,Milpitas,RidgeCV,Weighted_ICP,0.2,0.4574771689497717,76.6338645885067
39,0,Milpitas,RandomForestRegressor,Ensemble,0.2,0.7982305936073059,61.6363827127114
40,0,Milpitas,RandomForestRegressor,ICP,0.2,0.7148972602739726,39.275362318845616
41,0,Milpitas,RandomForestRegressor,Weighted_ICP,0.2,0.7373002283105022,42.56280487804906
42,0,Milpitas,Sequential,Ensemble,0.2,0.7963755707762558,87.7152483785566
43,0,Milpitas,Sequential,ICP,0.2,0.6725171232876712,30.32428359985352
44,0,Milpitas,Sequential,Weighted_ICP,0.2,0.6884988584474886,30.53596305847168
45,0,Milpitas,RNN,Ensemble,0.2,0.7962328767123288,97.58154445757715
46,0,Milpitas,RNN,ICP,0.2,0.5734874429223744,14.138164520263672
47,0,Milpitas,RNN,Weighted_ICP,0.2,0.5654965753424658,13.070323944091795
48,0,Milpitas,RidgeCV,Ensemble,0.25,0.7324486301369864,165.22281471066725
49,0,Milpitas,RidgeCV,ICP,0.25,0.408675799086758,69.83225552231288
50,0,Milpitas,RidgeCV,Weighted_ICP,0.25,0.4215182648401826,68.36171249195094
51,0,Milpitas,RandomForestRegressor,Ensemble,0.25,0.7518550228310502,45.943830744608576
52,0,Milpitas,RandomForestRegressor,ICP,0.25,0.6525399543378996,28.46264012297421
53,0,Milpitas,RandomForestRegressor,Weighted_ICP,0.25,0.6835045662100456,32.70731707316684
54,0,Milpitas,Sequential,Ensemble,0.25,0.7515696347031964,56.331590655469725
55,0,Milpitas,Sequential,ICP,0.25,0.6775114155251142,28.89068603515625
56,0,Milpitas,Sequential,Weighted_ICP,0.25,0.639412100456621,19.39206314086914
57,0,Milpitas,RNN,Ensemble,0.25,0.7420091324200914,64.16732833072089
58,0,Milpitas,RNN,ICP,0.25,0.5582191780821918,12.367225646972654
59,0,Milpitas,RNN,Weighted_ICP,0.25,0.5376712328767124,10.687328338623047
60,1,Milpitas,RidgeCV,Ensemble,0.05,0.9390696347031964,326.3017404161175
61,1,Milpitas,RidgeCV,ICP,0.05,0.6869292237442922,137.44759268834386
