index,itrial,dataname,method,alpha,coverage,width,muh_fun
182,9,appliances,Ensemble,0.05,0.946875,397.8263573599498,Sequential
183,9,appliances,Ensemble,0.05,0.951875,322.2475554084204,RNN
184,9,appliances,Ensemble,0.1,0.884375,311.44487309704306,RidgeCV
185,9,appliances,Ensemble,0.1,0.879875,352.9527331384996,RandomForestRegressor
186,9,appliances,Ensemble,0.1,0.897125,272.0838575131785,Sequential
187,9,appliances,Ensemble,0.1,0.897875,201.20753295112544,RNN
188,9,appliances,Ensemble,0.15000000000000002,0.81375,247.63671657971386,RidgeCV
189,9,appliances,Ensemble,0.15000000000000002,0.824625,255.31511657060642,RandomForestRegressor
190,9,appliances,Ensemble,0.15000000000000002,0.842375,185.76614720537975,Sequential
191,9,appliances,Ensemble,0.15000000000000002,0.845625,117.99324029339908,RNN
192,9,appliances,Ensemble,0.2,0.755625,211.5144414278067,RidgeCV
193,9,appliances,Ensemble,0.2,0.780125,202.9264893553799,RandomForestRegressor
194,9,appliances,Ensemble,0.2,0.79875,142.64054335630928,Sequential
195,9,appliances,Ensemble,0.2,0.788375,94.30394978512986,RNN
196,9,appliances,Ensemble,0.25,0.69475,182.61271458948403,RidgeCV
197,9,appliances,Ensemble,0.25,0.7295,164.20696000582953,RandomForestRegressor
198,9,appliances,Ensemble,0.25,0.732625,117.068347893312,Sequential
199,9,appliances,Ensemble,0.25,0.725875,78.36622851975386,RNN
