Unit,Date,Hour Ending,MWH
HWF_HWFG1,20190329,800,115.877025
HWF_HWFG1,20190329,900,128.395925
HWF_HWFG1,20190329,1000,138.7204
HWF_HWFG1,20190329,1100,118.439475
HWF_HWFG1,20190329,1200,97.65365
HWF_HWFG1,20190329,1300,104.8528
HWF_HWFG1,20190329,1400,74.648625
HWF_HWFG1,20190329,1500,28.95435
HWF_HWFG1,20190329,1600,11.568975
HWF_HWFG1,20190329,1700,14.47505
HWF_HWFG1,20190329,1800,35.9562
HWF_HWFG1,20190329,1900,100.046025
HWF_HWFG1,20190329,2000,111.8936
HWF_HWFG1,20190329,2100,75.811125
HWF_HWFG1,20190329,2200,0.686575
HWF_HWFG1,20190329,2300,0.927525
HWF_HWFG1,20190329,2400,0.426
HWF_HWFG1,20190330,100,0.982025
HWF_HWFG1,20190330,200,0.514575
HWF_HWFG1,20190330,300,0.625925
HWF_HWFG1,20190330,400,49.483825
HWF_HWFG1,20190330,500,0.965025
HWF_HWFG1,20190330,600,0.63845
HWF_HWFG1,20190330,700,0.666575
HWF_HWFG1,20190330,800,0.4578
HWF_HWFG1,20190330,900,0.553925
HWF_HWFG1,20190330,1000,0.437475
HWF_HWFG1,20190330,1100,0.5691
HWF_HWFG1,20190330,1200,0.6047
HWF_HWFG1,20190330,1300,0.627825
HWF_HWFG1,20190330,1400,0.709075
HWF_HWFG1,20190330,1500,0.916825
HWF_HWFG1,20190330,1600,0.6121
HWF_HWFG1,20190330,1700,0.685575
HWF_HWFG1,20190330,1800,0.8642
HWF_HWFG1,20190330,1900,0.7664
HWF_HWFG1,20190330,2000,56.084
HWF_HWFG1,20190330,2100,82.25865
HWF_HWFG1,20190330,2200,51.831875
HWF_HWFG1,20190330,2300,78.055675
HWF_HWFG1,20190330,2400,82.6643
HWF_HWFG1,20190331,100,75.619275
HWF_HWFG1,20190331,200,85.6927
HWF_HWFG1,20190331,300,130.274525
HWF_HWFG1,20190331,400,108.02275
HWF_HWFG1,20190331,500,77.806175
HWF_HWFG1,20190331,600,64.9551
HWF_HWFG1,20190331,700,68.099925
HWF_HWFG1,20190331,800,46.7329
HWF_HWFG1,20190331,900,35.388125
HWF_HWFG1,20190331,1000,25.13175
HWF_HWFG1,20190331,1100,59.87555
HWF_HWFG1,20190331,1200,50.224125
HWF_HWFG1,20190331,1300,29.00805
HWF_HWFG1,20190331,1400,13.95535
HWF_HWFG1,20190331,1500,13.4668
HWF_HWFG1,20190331,1600,12.674575
HWF_HWFG1,20190331,1700,10.702325
HWF_HWFG1,20190331,1800,13.77315
HWF_HWFG1,20190331,1900,12.314275
HWF_HWFG1,20190331,2000,13.757475
HWF_HWFG1,20190331,2100,24.432025
HWF_HWFG1,20190331,2200,32.184525
HWF_HWFG1,20190331,2300,28.564325
HWF_HWFG1,20190331,2400,26.92585
HWF_HWFG1,20190401,100,23.684725
HWF_HWFG1,20190401,200,12.027475
HWF_HWFG1,20190401,300,3.1543
HWF_HWFG1,20190401,400,7.07995
HWF_HWFG1,20190401,500,2.9367
HWF_HWFG1,20190401,600,0.002675
HWF_HWFG1,20190401,700,0
HWF_HWFG1,20190401,800,0
HWF_HWFG1,20190401,900,0.437275
HWF_HWFG1,20190401,1000,0
HWF_HWFG1,20190401,1100,0
HWF_HWFG1,20190401,1200,1.814125
HWF_HWFG1,20190401,1300,1.97655
HWF_HWFG1,20190401,1400,2.27615
HWF_HWFG1,20190401,1500,2.7306
HWF_HWFG1,20190401,1600,3.5744
HWF_HWFG1,20190401,1700,2.7426
HWF_HWFG1,20190401,1800,1.93965
HWF_HWFG1,20190401,1900,0.089325
HWF_HWFG1,20190401,2000,0
HWF_HWFG1,20190401,2100,0.592075
HWF_HWFG1,20190401,2200,11.098225
HWF_HWFG1,20190401,2300,38.021175
HWF_HWFG1,20190401,2400,62.1349
HWF_HWFG1,20190402,100,101.1111
HWF_HWFG1,20190402,200,61.99345
HWF_HWFG1,20190402,300,140.635425
HWF_HWFG1,20190402,400,113.0576
HWF_HWFG1,20190402,500,7.1857
HWF_HWFG1,20190402,600,0.6195
HWF_HWFG1,20190402,700,87.31205
HWF_HWFG1,20190402,800,158.659425
HWF_HWFG1,20190402,900,150.044925
HWF_HWFG1,20190402,1000,136.793975
HWF_HWFG1,20190402,1100,122.976325
HWF_HWFG1,20190402,1200,113.60965
HWF_HWFG1,20190402,1300,95.8212
HWF_HWFG1,20190402,1400,89.4619
HWF_HWFG1,20190402,1500,0.843125
HWF_HWFG1,20190402,1600,32.659875
HWF_HWFG1,20190402,1700,84.366725
HWF_HWFG1,20190402,1800,112.66715
HWF_HWFG1,20190402,1900,110.022475
HWF_HWFG1,20190402,2000,85.97275
HWF_HWFG1,20190402,2100,99.12305
HWF_HWFG1,20190402,2200,0.787125
HWF_HWFG1,20190402,2300,0.765625
HWF_HWFG1,20190402,2400,0.77955
HWF_HWFG1,20190403,100,0.92305
HWF_HWFG1,20190403,200,0.96935
HWF_HWFG1,20190403,300,0.724225
HWF_HWFG1,20190403,400,0.771425
HWF_HWFG1,20190403,500,0.832675
HWF_HWFG1,20190403,600,0.983775
HWF_HWFG1,20190403,700,0.8433
HWF_HWFG1,20190403,800,0.5359
HWF_HWFG1,20190403,900,0.661425
HWF_HWFG1,20190403,1000,0.515275
HWF_HWFG1,20190403,1100,0.596475
HWF_HWFG1,20190403,1200,0.6606
HWF_HWFG1,20190403,1300,0.521025
HWF_HWFG1,20190403,1400,0.50665
HWF_HWFG1,20190403,1500,0.667725
HWF_HWFG1,20190403,1600,0.76335
HWF_HWFG1,20190403,1700,0.81925
HWF_HWFG1,20190403,1800,0.851575
HWF_HWFG1,20190403,1900,154.04665
HWF_HWFG1,20190403,2000,147.744675
HWF_HWFG1,20190403,2100,154.70225
HWF_HWFG1,20190403,2200,158.6249
HWF_HWFG1,20190403,2300,158.8651
HWF_HWFG1,20190403,2400,159.153975
HWF_HWFG1,20190404,100,156.76145
HWF_HWFG1,20190404,200,156.41505
HWF_HWFG1,20190404,300,79.312175
HWF_HWFG1,20190404,400,12.871475
HWF_HWFG1,20190404,500,7.977625
HWF_HWFG1,20190404,600,15.28765
HWF_HWFG1,20190404,700,49.8384
HWF_HWFG1,20190404,800,79.19485
HWF_HWFG1,20190404,900,63.58015
HWF_HWFG1,20190404,1000,51.318575
HWF_HWFG1,20190404,1100,45.48975
HWF_HWFG1,20190404,1200,30.03615
HWF_HWFG1,20190404,1300,42.59265
HWF_HWFG1,20190404,1400,32.175575
HWF_HWFG1,20190404,1500,21.2873
HWF_HWFG1,20190404,1600,21.631525
HWF_HWFG1,20190404,1700,12.8608
HWF_HWFG1,20190404,1800,8.35255
HWF_HWFG1,20190404,1900,2.702875
HWF_HWFG1,20190404,2000,3.64575
HWF_HWFG1,20190404,2100,16.0776
HWF_HWFG1,20190404,2200,23.8706
HWF_HWFG1,20190404,2300,41.882825
HWF_HWFG1,20190404,2400,58.581025
HWF_HWFG1,20190405,100,78.723275
HWF_HWFG1,20190405,200,108.40375
HWF_HWFG1,20190405,300,126.8681
HWF_HWFG1,20190405,400,120.477675
HWF_HWFG1,20190405,500,125.594075
HWF_HWFG1,20190405,600,123.526025
HWF_HWFG1,20190405,700,126.525875
HWF_HWFG1,20190405,800,136.6219
HWF_HWFG1,20190405,900,99.244175
HWF_HWFG1,20190405,1000,45.07825
HWF_HWFG1,20190405,1100,31.892775
HWF_HWFG1,20190405,1200,30.3366
HWF_HWFG1,20190405,1300,29.106875
HWF_HWFG1,20190405,1400,25.02415
HWF_HWFG1,20190405,1500,26.29385
HWF_HWFG1,20190405,1600,19.073375
HWF_HWFG1,20190405,1700,18.6562
HWF_HWFG1,20190405,1800,20.3898
HWF_HWFG1,20190405,1900,31.96875
HWF_HWFG1,20190405,2000,43.4204
HWF_HWFG1,20190405,2100,71.2861
HWF_HWFG1,20190405,2200,97.23295
HWF_HWFG1,20190405,2300,117.2508
HWF_HWFG1,20190405,2400,136.888975
HWF_HWFG1,20190406,100,107.2376
HWF_HWFG1,20190406,200,147.120675
HWF_HWFG1,20190406,300,84.514325
HWF_HWFG1,20190406,400,13.3149
HWF_HWFG1,20190406,500,8.439
HWF_HWFG1,20190406,600,14.5941
HWF_HWFG1,20190406,700,20.5548
HWF_HWFG1,20190406,800,103.519525
HWF_HWFG1,20190406,900,42.397075
HWF_HWFG1,20190406,1000,5.183625
HWF_HWFG1,20190406,1100,0.10825
HWF_HWFG1,20190406,1200,8.3301
HWF_HWFG1,20190406,1300,22.4025
HWF_HWFG1,20190406,1400,21.513725
HWF_HWFG1,20190406,1500,14.39645
HWF_HWFG1,20190406,1600,6.2347
HWF_HWFG1,20190406,1700,2.031525
HWF_HWFG1,20190406,1800,0.602675
HWF_HWFG1,20190406,1900,1.915725
HWF_HWFG1,20190406,2000,25.14475
HWF_HWFG1,20190406,2100,92.33575
HWF_HWFG1,20190406,2200,87.10595
HWF_HWFG1,20190406,2300,76.542275
HWF_HWFG1,20190406,2400,88.26775
HWF_HWFG1,20190407,100,115.85635
HWF_HWFG1,20190407,200,110.057175
HWF_HWFG1,20190407,300,101.3175
HWF_HWFG1,20190407,400,60.815375
HWF_HWFG1,20190407,500,43.35905
HWF_HWFG1,20190407,600,79.94195
HWF_HWFG1,20190407,700,72.121875
HWF_HWFG1,20190407,800,69.00605
HWF_HWFG1,20190407,900,54.58565
HWF_HWFG1,20190407,1000,30.156275
HWF_HWFG1,20190407,1100,18.257
HWF_HWFG1,20190407,1200,5.715625
HWF_HWFG1,20190407,1300,0.587
HWF_HWFG1,20190407,1400,0.014125
HWF_HWFG1,20190407,1500,1.697075
HWF_HWFG1,20190407,1600,5.1456
HWF_HWFG1,20190407,1700,6.884425
HWF_HWFG1,20190407,1800,0
HWF_HWFG1,20190407,1900,3.304425
HWF_HWFG1,20190407,2000,11.456475
HWF_HWFG1,20190407,2100,19.34075
HWF_HWFG1,20190407,2200,36.226625
HWF_HWFG1,20190407,2300,25.392975
HWF_HWFG1,20190407,2400,7.392575
HWF_HWFG1,20190408,100,3.10585
HWF_HWFG1,20190408,200,0
HWF_HWFG1,20190408,300,0
HWF_HWFG1,20190408,400,0
HWF_HWFG1,20190408,500,0.012325
HWF_HWFG1,20190408,600,1.52295
HWF_HWFG1,20190408,700,8.188775
HWF_HWFG1,20190408,800,25.598025
HWF_HWFG1,20190408,900,23.8378
HWF_HWFG1,20190408,1000,8.9673
HWF_HWFG1,20190408,1100,5.27365
HWF_HWFG1,20190408,1200,5.4304
HWF_HWFG1,20190408,1300,8.375225
HWF_HWFG1,20190408,1400,12.4099
HWF_HWFG1,20190408,1500,17.000375
HWF_HWFG1,20190408,1600,7.883275
HWF_HWFG1,20190408,1700,2.102175
HWF_HWFG1,20190408,1800,0.2681
HWF_HWFG1,20190408,1900,0.00445
HWF_HWFG1,20190408,2000,0
HWF_HWFG1,20190408,2100,0
HWF_HWFG1,20190408,2200,0
HWF_HWFG1,20190408,2300,5.949675
HWF_HWFG1,20190408,2400,12.233775
HWF_HWFG1,20190409,100,14.831275
HWF_HWFG1,20190409,200,21.7049
HWF_HWFG1,20190409,300,28.498825
HWF_HWFG1,20190409,400,35.164825
HWF_HWFG1,20190409,500,45.83565
HWF_HWFG1,20190409,600,54.317025
HWF_HWFG1,20190409,700,86.2248
HWF_HWFG1,20190409,800,101.08905
HWF_HWFG1,20190409,900,91.077
HWF_HWFG1,20190409,1000,59.13245
HWF_HWFG1,20190409,1100,35.029175
HWF_HWFG1,20190409,1200,62.3568
HWF_HWFG1,20190409,1300,94.08175
HWF_HWFG1,20190409,1400,108.887025
HWF_HWFG1,20190409,1500,117.04085
HWF_HWFG1,20190409,1600,128.5891
HWF_HWFG1,20190409,1700,126.370425
HWF_HWFG1,20190409,1800,105.58675
HWF_HWFG1,20190409,1900,100.2385
HWF_HWFG1,20190409,2000,118.118375
HWF_HWFG1,20190409,2100,158.40345
HWF_HWFG1,20190409,2200,162.37515
HWF_HWFG1,20190409,2300,162.556975
HWF_HWFG1,20190409,2400,162.364075
HWF_HWFG1,20190410,100,51.2411
HWF_HWFG1,20190410,200,0.61545
HWF_HWFG1,20190410,300,0.793725
HWF_HWFG1,20190410,400,0.7693
HWF_HWFG1,20190410,500,0.82995
HWF_HWFG1,20190410,600,41.70865
HWF_HWFG1,20190410,700,156.994075
HWF_HWFG1,20190410,800,159.37595
HWF_HWFG1,20190410,900,152.5993
HWF_HWFG1,20190410,1000,154.997975
HWF_HWFG1,20190410,1100,153.7485
HWF_HWFG1,20190410,1200,148.581025
HWF_HWFG1,20190410,1300,126.94615
HWF_HWFG1,20190410,1400,7.8545
HWF_HWFG1,20190410,1500,81.01575
HWF_HWFG1,20190410,1600,143.888375
HWF_HWFG1,20190410,1700,148.859825
HWF_HWFG1,20190410,1800,139.12335
HWF_HWFG1,20190410,1900,125.084275
HWF_HWFG1,20190410,2000,102.990275
HWF_HWFG1,20190410,2100,117.45305
HWF_HWFG1,20190410,2200,82.050475
HWF_HWFG1,20190410,2300,64.949375
HWF_HWFG1,20190410,2400,71.539725
HWF_HWFG1,20190411,100,97.743025
HWF_HWFG1,20190411,200,119.398775
HWF_HWFG1,20190411,300,104.395375
HWF_HWFG1,20190411,400,116.1209
HWF_HWFG1,20190411,500,76.58165
HWF_HWFG1,20190411,600,84.153075
HWF_HWFG1,20190411,700,111.54765
HWF_HWFG1,20190411,800,95.15055
HWF_HWFG1,20190411,900,64.9281
HWF_HWFG1,20190411,1000,66.206975
HWF_HWFG1,20190411,1100,64.5463
HWF_HWFG1,20190411,1200,62.11445
HWF_HWFG1,20190411,1300,48.3195
HWF_HWFG1,20190411,1400,37.633125
HWF_HWFG1,20190411,1500,28.2556
HWF_HWFG1,20190411,1600,26.987925
HWF_HWFG1,20190411,1700,18.375775
HWF_HWFG1,20190411,1800,12.898925
HWF_HWFG1,20190411,1900,8.731975
HWF_HWFG1,20190411,2000,9.7266
HWF_HWFG1,20190411,2100,15.456675
HWF_HWFG1,20190411,2200,30.957575
HWF_HWFG1,20190411,2300,27
HWF_HWFG1,20190411,2400,43.432075
HWF_HWFG1,20190412,100,71.259525
HWF_HWFG1,20190412,200,74.456125
HWF_HWFG1,20190412,300,28.4104
HWF_HWFG1,20190412,400,57.429375
HWF_HWFG1,20190412,500,72.1277
HWF_HWFG1,20190412,600,88.29275
HWF_HWFG1,20190412,700,116.645525
HWF_HWFG1,20190412,800,121.477875
HWF_HWFG1,20190412,900,70.87135
HWF_HWFG1,20190412,1000,57.869275
HWF_HWFG1,20190412,1100,82.08415
HWF_HWFG1,20190412,1200,87.63855
HWF_HWFG1,20190412,1300,69.44255
HWF_HWFG1,20190412,1400,58.414025
HWF_HWFG1,20190412,1500,62.417675
HWF_HWFG1,20190412,1600,63.53325
HWF_HWFG1,20190412,1700,47.39135
HWF_HWFG1,20190412,1800,52.7694
HWF_HWFG1,20190412,1900,74.018375
HWF_HWFG1,20190412,2000,51.357225
HWF_HWFG1,20190412,2100,96.5051
HWF_HWFG1,20190412,2200,130.186
HWF_HWFG1,20190412,2300,134.18175
HWF_HWFG1,20190412,2400,131.49215
HWF_HWFG1,20190413,100,155.707775
HWF_HWFG1,20190413,200,158.850525
HWF_HWFG1,20190413,300,155.815725
HWF_HWFG1,20190413,400,154.68805
HWF_HWFG1,20190413,500,129.991125
HWF_HWFG1,20190413,600,144.6646
HWF_HWFG1,20190413,700,118.901475
HWF_HWFG1,20190413,800,120.344475
HWF_HWFG1,20190413,900,109.780825
HWF_HWFG1,20190413,1000,77.548725
HWF_HWFG1,20190413,1100,153.438925
HWF_HWFG1,20190413,1200,160.157775
HWF_HWFG1,20190413,1300,160.2433
HWF_HWFG1,20190413,1400,159.583975
HWF_HWFG1,20190413,1500,156.302175
HWF_HWFG1,20190413,1600,151.726525
HWF_HWFG1,20190413,1700,157.456875
HWF_HWFG1,20190413,1800,157.2246
HWF_HWFG1,20190413,1900,156.0115
HWF_HWFG1,20190413,2000,157.385225
HWF_HWFG1,20190413,2100,157.572575
HWF_HWFG1,20190413,2200,155.772575
HWF_HWFG1,20190413,2300,131.869175
HWF_HWFG1,20190413,2400,98.78275
HWF_HWFG1,20190414,100,77.04945
HWF_HWFG1,20190414,200,47.912925
HWF_HWFG1,20190414,300,43.03255
HWF_HWFG1,20190414,400,34.53025
HWF_HWFG1,20190414,500,36.91535
HWF_HWFG1,20190414,600,51.1154
HWF_HWFG1,20190414,700,45.563325
HWF_HWFG1,20190414,800,29.475725
HWF_HWFG1,20190414,900,21.2914
HWF_HWFG1,20190414,1000,6.5785
HWF_HWFG1,20190414,1100,5.119775
HWF_HWFG1,20190414,1200,12.705175
HWF_HWFG1,20190414,1300,4.7071
HWF_HWFG1,20190414,1400,6.6835
HWF_HWFG1,20190414,1500,21.12815
HWF_HWFG1,20190414,1600,25.114375
HWF_HWFG1,20190414,1700,35.79145
HWF_HWFG1,20190414,1800,48.454825
HWF_HWFG1,20190414,1900,43.985475
HWF_HWFG1,20190414,2000,44.9329
HWF_HWFG1,20190414,2100,60.72905
HWF_HWFG1,20190414,2200,104.066925
HWF_HWFG1,20190414,2300,124.054925
HWF_HWFG1,20190414,2400,0.851275
HWF_HWFG1,20190415,100,0.650575
HWF_HWFG1,20190415,200,0.771675
HWF_HWFG1,20190415,300,0.623325
HWF_HWFG1,20190415,400,0.7504
HWF_HWFG1,20190415,500,0.72195
HWF_HWFG1,20190415,600,24.081325
HWF_HWFG1,20190415,700,153.9661
HWF_HWFG1,20190415,800,104.1151
HWF_HWFG1,20190415,900,147.945175
HWF_HWFG1,20190415,1000,64.428875
HWF_HWFG1,20190415,1100,0.640075
HWF_HWFG1,20190415,1200,0.948725
HWF_HWFG1,20190415,1300,0.6617
HWF_HWFG1,20190415,1400,0.7564
HWF_HWFG1,20190415,1500,0.6795
HWF_HWFG1,20190415,1600,0.653175
HWF_HWFG1,20190415,1700,0.814875
HWF_HWFG1,20190415,1800,0.70925
HWF_HWFG1,20190415,1900,1.0837
HWF_HWFG1,20190415,2000,80.32735
HWF_HWFG1,20190415,2100,149.14255
HWF_HWFG1,20190415,2200,66.458025
HWF_HWFG1,20190415,2300,0.627875
HWF_HWFG1,20190415,2400,0.659475
HWF_HWFG1,20190416,100,0.76045
HWF_HWFG1,20190416,200,0.743775
HWF_HWFG1,20190416,300,0.649
HWF_HWFG1,20190416,400,0.602425
HWF_HWFG1,20190416,500,0.666775
HWF_HWFG1,20190416,600,0.8553
HWF_HWFG1,20190416,700,12.3601
HWF_HWFG1,20190416,800,71.7732
HWF_HWFG1,20190416,900,86.332075
HWF_HWFG1,20190416,1000,111.899275
HWF_HWFG1,20190416,1100,115.3155
HWF_HWFG1,20190416,1200,96.089425
HWF_HWFG1,20190416,1300,88.806125
HWF_HWFG1,20190416,1400,82.3166
HWF_HWFG1,20190416,1500,119.244675
HWF_HWFG1,20190416,1600,153.588625
HWF_HWFG1,20190416,1700,154.70125
HWF_HWFG1,20190416,1800,136.002925
HWF_HWFG1,20190416,1900,131.85785
HWF_HWFG1,20190416,2000,77.61495
HWF_HWFG1,20190416,2100,127.81365
HWF_HWFG1,20190416,2200,154.39975
HWF_HWFG1,20190416,2300,157.543475
HWF_HWFG1,20190416,2400,148.0402
HWF_HWFG1,20190417,100,156.2291
HWF_HWFG1,20190417,200,122.816675
HWF_HWFG1,20190417,300,44.898825
HWF_HWFG1,20190417,400,107.984425
HWF_HWFG1,20190417,500,143.939975
HWF_HWFG1,20190417,600,108.640225
HWF_HWFG1,20190417,700,81.656
HWF_HWFG1,20190417,800,70.15
HWF_HWFG1,20190417,900,55.225325
HWF_HWFG1,20190417,1000,81.621725
HWF_HWFG1,20190417,1100,134.30725
HWF_HWFG1,20190417,1200,142.12655
HWF_HWFG1,20190417,1300,120.61645
HWF_HWFG1,20190417,1400,61.871475
HWF_HWFG1,20190417,1500,66.207575
HWF_HWFG1,20190417,1600,37.77845
HWF_HWFG1,20190417,1700,16.463875
HWF_HWFG1,20190417,1800,18.856775
HWF_HWFG1,20190417,1900,21.774425
HWF_HWFG1,20190417,2000,3.010825
HWF_HWFG1,20190417,2100,25.997425
HWF_HWFG1,20190417,2200,68.17735
HWF_HWFG1,20190417,2300,65.151425
HWF_HWFG1,20190417,2400,37.35035
HWF_HWFG1,20190418,100,57.7933
HWF_HWFG1,20190418,200,10.388575
HWF_HWFG1,20190418,300,1.7311
HWF_HWFG1,20190418,400,28.107525
HWF_HWFG1,20190418,500,84.883875
HWF_HWFG1,20190418,600,60.00495
HWF_HWFG1,20190418,700,54.385125
HWF_HWFG1,20190418,800,96.797675
HWF_HWFG1,20190418,900,122.9329
HWF_HWFG1,20190418,1000,8.692525
HWF_HWFG1,20190418,1100,84.089425
HWF_HWFG1,20190418,1200,100.680075
HWF_HWFG1,20190418,1300,0.405725
HWF_HWFG1,20190418,1400,0.525925
HWF_HWFG1,20190418,1500,0.67675
HWF_HWFG1,20190418,1600,0.73255
HWF_HWFG1,20190418,1700,0.8215
HWF_HWFG1,20190418,1800,125.317425
HWF_HWFG1,20190418,1900,122.241525
HWF_HWFG1,20190418,2000,59.7543
HWF_HWFG1,20190418,2100,61.25965
HWF_HWFG1,20190418,2200,136.1918
HWF_HWFG1,20190418,2300,144.037175
HWF_HWFG1,20190418,2400,147.7857
HWF_HWFG1,20190419,100,67.940875
HWF_HWFG1,20190419,200,39.907825
HWF_HWFG1,20190419,300,38.80355
HWF_HWFG1,20190419,400,58.647975
HWF_HWFG1,20190419,500,47.814775
HWF_HWFG1,20190419,600,56.2061
HWF_HWFG1,20190419,700,55.845925
HWF_HWFG1,20190419,800,90.393075
HWF_HWFG1,20190419,900,93.375875
HWF_HWFG1,20190419,1000,100.314125
HWF_HWFG1,20190419,1100,95.91595
HWF_HWFG1,20190419,1200,100.695625
HWF_HWFG1,20190419,1300,77.07015
HWF_HWFG1,20190419,1400,58.60535
HWF_HWFG1,20190419,1500,51.992725
HWF_HWFG1,20190419,1600,44.758025
HWF_HWFG1,20190419,1700,32.999175
HWF_HWFG1,20190419,1800,22.57305
HWF_HWFG1,20190419,1900,10.254325
HWF_HWFG1,20190419,2000,0.892725
HWF_HWFG1,20190419,2100,0
HWF_HWFG1,20190419,2200,2.3035
HWF_HWFG1,20190419,2300,11.700575
HWF_HWFG1,20190419,2400,19.4856
HWF_HWFG1,20190420,100,20.01075
HWF_HWFG1,20190420,200,21.261725
HWF_HWFG1,20190420,300,19.925925
HWF_HWFG1,20190420,400,23.1514
HWF_HWFG1,20190420,500,54.761375
HWF_HWFG1,20190420,600,60.8121
HWF_HWFG1,20190420,700,82.735
HWF_HWFG1,20190420,800,100.3348
HWF_HWFG1,20190420,900,73.66195
HWF_HWFG1,20190420,1000,31.5929
HWF_HWFG1,20190420,1100,48.23265
HWF_HWFG1,20190420,1200,58.4585
HWF_HWFG1,20190420,1300,57.3354
HWF_HWFG1,20190420,1400,62.2925
HWF_HWFG1,20190420,1500,63.529875
HWF_HWFG1,20190420,1600,68.3753
HWF_HWFG1,20190420,1700,70.729575
HWF_HWFG1,20190420,1800,83.213975
HWF_HWFG1,20190420,1900,87.32465
HWF_HWFG1,20190420,2000,98.750075
HWF_HWFG1,20190420,2100,126.229125
HWF_HWFG1,20190420,2200,145.68605
HWF_HWFG1,20190420,2300,156.6329
HWF_HWFG1,20190420,2400,91.3216
HWF_HWFG1,20190421,100,0.7451
HWF_HWFG1,20190421,200,0.793825
HWF_HWFG1,20190421,300,0.750325
HWF_HWFG1,20190421,400,0.77015
HWF_HWFG1,20190421,500,0.664625
HWF_HWFG1,20190421,600,0.7687
HWF_HWFG1,20190421,700,0.72765
HWF_HWFG1,20190421,800,54.297675
HWF_HWFG1,20190421,900,102.92905
HWF_HWFG1,20190421,1000,113.29635
HWF_HWFG1,20190421,1100,127.3489
HWF_HWFG1,20190421,1200,136.228025
HWF_HWFG1,20190421,1300,146.250275
HWF_HWFG1,20190421,1400,130.5482
HWF_HWFG1,20190421,1500,131.25605
HWF_HWFG1,20190421,1600,132.136675
HWF_HWFG1,20190421,1700,127.8783
HWF_HWFG1,20190421,1800,117.749425
HWF_HWFG1,20190421,1900,141.743225
HWF_HWFG1,20190421,2000,142.1228
HWF_HWFG1,20190421,2100,151.5782
HWF_HWFG1,20190421,2200,157.19625
HWF_HWFG1,20190421,2300,159.638825
HWF_HWFG1,20190421,2400,159.720175
HWF_HWFG1,20190422,100,147.65025
HWF_HWFG1,20190422,200,137.993675
HWF_HWFG1,20190422,300,4.32515
HWF_HWFG1,20190422,400,0.835575
HWF_HWFG1,20190422,500,66.037225
HWF_HWFG1,20190422,600,96.7751
HWF_HWFG1,20190422,700,91.02025
HWF_HWFG1,20190422,800,80.02145
HWF_HWFG1,20190422,900,58.43835
HWF_HWFG1,20190422,1000,32.216325
HWF_HWFG1,20190422,1100,4.619525
HWF_HWFG1,20190422,1200,3.956525
HWF_HWFG1,20190422,1300,0.70825
HWF_HWFG1,20190422,1400,2.096
HWF_HWFG1,20190422,1500,12.523275
HWF_HWFG1,20190422,1600,14.862475
HWF_HWFG1,20190422,1700,16.098975
HWF_HWFG1,20190422,1800,14.12805
HWF_HWFG1,20190422,1900,16.062675
HWF_HWFG1,20190422,2000,36.93655
HWF_HWFG1,20190422,2100,47.476975
HWF_HWFG1,20190422,2200,42.9333
HWF_HWFG1,20190422,2300,35.680975
HWF_HWFG1,20190422,2400,58.77845
HWF_HWFG1,20190423,100,75.65665
HWF_HWFG1,20190423,200,73.4263
HWF_HWFG1,20190423,300,59.0798
HWF_HWFG1,20190423,400,73.195625
HWF_HWFG1,20190423,500,75.153825
HWF_HWFG1,20190423,600,55.159325
HWF_HWFG1,20190423,700,31.94435
HWF_HWFG1,20190423,800,3.8994
HWF_HWFG1,20190423,900,4.968525
HWF_HWFG1,20190423,1000,0.244
HWF_HWFG1,20190423,1100,0.123175
HWF_HWFG1,20190423,1200,0.19585
HWF_HWFG1,20190423,1300,5.21655
HWF_HWFG1,20190423,1400,18.78875
HWF_HWFG1,20190423,1500,2.03495
HWF_HWFG1,20190423,1600,6.3411
HWF_HWFG1,20190423,1700,18.543325
HWF_HWFG1,20190423,1800,40.52285
HWF_HWFG1,20190423,1900,48.64025
HWF_HWFG1,20190423,2000,45.517225
HWF_HWFG1,20190423,2100,117.8963
HWF_HWFG1,20190423,2200,76.1196
HWF_HWFG1,20190423,2300,53.5882
HWF_HWFG1,20190423,2400,43.98445
HWF_HWFG1,20190424,100,48.808175
HWF_HWFG1,20190424,200,21.251475
HWF_HWFG1,20190424,300,88.6608
HWF_HWFG1,20190424,400,11.050525
HWF_HWFG1,20190424,500,40.0429
HWF_HWFG1,20190424,600,7.98055
HWF_HWFG1,20190424,700,6.5978
HWF_HWFG1,20190424,800,4.507725
HWF_HWFG1,20190424,900,0.6095
HWF_HWFG1,20190424,1000,59.66695
HWF_HWFG1,20190424,1100,7.0074
HWF_HWFG1,20190424,1200,6.033925
HWF_HWFG1,20190424,1300,10.198025
HWF_HWFG1,20190424,1400,6.541025
HWF_HWFG1,20190424,1500,1.0656
HWF_HWFG1,20190424,1600,0.18365
HWF_HWFG1,20190424,1700,0
HWF_HWFG1,20190424,1800,0.00385
HWF_HWFG1,20190424,1900,2.14665
HWF_HWFG1,20190424,2000,0.55305
HWF_HWFG1,20190424,2100,0.9177
HWF_HWFG1,20190424,2200,8.331875
HWF_HWFG1,20190424,2300,9.085575
HWF_HWFG1,20190424,2400,15.3942
HWF_HWFG1,20190425,100,21.9609
HWF_HWFG1,20190425,200,33.77385
HWF_HWFG1,20190425,300,38.77005
HWF_HWFG1,20190425,400,47.799825
HWF_HWFG1,20190425,500,41.614325
HWF_HWFG1,20190425,600,28.964325
HWF_HWFG1,20190425,700,33.22595
HWF_HWFG1,20190425,800,31.83375
