Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2335244,-,-,-,33.76,-84.39,-5,316,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2018,1,1,0,30,0,0,-12.3,0.11,1.9000000000000001,59.45,-5.7,989,N/A
2018,1,1,1,30,0,0,-12.600000000000001,0.11,1.8,59.64,-6,989,N/A
2018,1,1,2,30,0,0,-12.700000000000001,0.11,1.8,60.25,-6.2,990,N/A
2018,1,1,3,30,0,0,-12.8,0.11,1.9000000000000001,60.54,-6.4,990,N/A
2018,1,1,4,30,0,0,-13.200000000000001,0.11,1.9000000000000001,60.17,-6.800000000000001,991,N/A
2018,1,1,5,30,0,0,-13.700000000000001,0.11,1.8,59.65,-7.2,991,N/A
2018,1,1,6,30,0,0,-14.100000000000001,0.11,1.8,58.89,-7.4,992,N/A
2018,1,1,7,30,0,0,-14.3,0.11,2,56.26,-7.1000000000000005,993,N/A
2018,1,1,8,30,18,0,-14.600000000000001,0.11,2.1,51.02,-6.1000000000000005,994,N/A
2018,1,1,9,30,45,0,-14.700000000000001,0.11,2,45.15,-4.6000000000000005,994,N/A
2018,1,1,10,30,103,0,-14.600000000000001,0.11,1.9000000000000001,41.17,-3.2,994,N/A
2018,1,1,11,30,94,0,-14.3,0.11,1.8,38.71,-2.1,994,N/A
2018,1,1,12,30,208,21,-14.100000000000001,0.11,1.8,37.230000000000004,-1.3,994,N/A
2018,1,1,13,30,243,195,-13.9,0.11,1.9000000000000001,36.36,-0.8,993,N/A
2018,1,1,14,30,206,121,-13.9,0.11,2,36.53,-0.8,993,N/A
2018,1,1,15,30,57,882,-14,0.11,2,37.76,-1.4000000000000001,993,N/A
2018,1,1,16,30,43,722,-14,0.11,1.5,42.28,-3,993,N/A
2018,1,1,17,30,13,262,-12.9,0.11,1.2000000000000002,53.09,-4.800000000000001,994,N/A
2018,1,1,18,30,0,0,-12.9,0.11,1.3,55.730000000000004,-5.4,994,N/A
2018,1,1,19,30,0,0,-13.5,0.12,1.8,55.76,-6.1000000000000005,995,N/A
2018,1,1,20,30,0,0,-13.8,0.12,1.8,56.28,-6.5,996,N/A
2018,1,1,21,30,0,0,-14,0.12,1.7000000000000002,57.21,-6.9,996,N/A
2018,1,1,22,30,0,0,-14,0.12,1.6,58.21,-7.2,996,N/A
2018,1,1,23,30,0,0,-14,0.12,1.5,58.63,-7.300000000000001,996,N/A
2018,1,2,0,30,0,0,-14.100000000000001,0.12,1.5,59.32,-7.5,996,N/A
2018,1,2,1,30,0,0,-14.3,0.12,1.4000000000000001,58.92,-7.6000000000000005,996,N/A
2018,1,2,2,30,0,0,-14.4,0.12,1.3,58.79,-7.7,996,N/A
2018,1,2,3,30,0,0,-14.5,0.12,1.1,59.15,-7.9,996,N/A
2018,1,2,4,30,0,0,-14.5,0.12,1,60.910000000000004,-8.3,996,N/A
2018,1,2,5,30,0,0,-14.4,0.12,1,63.31,-8.700000000000001,996,N/A
2018,1,2,6,30,0,0,-14.4,0.12,1,65.41,-9.1,997,N/A
2018,1,2,7,30,0,0,-14.5,0.12,1,64.6,-9,997,N/A
2018,1,2,8,30,33,624,-14.700000000000001,0.12,1,56.68,-7.6000000000000005,997,N/A
2018,1,2,9,30,49,849,-15.3,0.12,1,45.02,-5.2,997,N/A
2018,1,2,10,30,57,944,-15.5,0.12,0.9,37.160000000000004,-2.9000000000000004,996,N/A
2018,1,2,11,30,61,989,-15.4,0.12,0.8,32.3,-0.9,995,N/A
2018,1,2,12,30,62,1006,-15.3,0.12,0.6000000000000001,29.330000000000002,0.6000000000000001,994,N/A
2018,1,2,13,30,62,999,-15.100000000000001,0.12,0.5,28,1.5,993,N/A
2018,1,2,14,30,60,966,-14.9,0.12,0.5,28.27,1.6,993,N/A
2018,1,2,15,30,53,895,-14.600000000000001,0.12,0.4,30.45,0.9,992,N/A
2018,1,2,16,30,40,727,-10.4,0.12,0.4,48,-0.7000000000000001,992,N/A
2018,1,2,17,30,13,284,-9.9,0.12,0.5,55.21,-2.1,991,N/A
2018,1,2,18,30,0,0,-11.200000000000001,0.12,0.5,51.33,-2.5,991,N/A
2018,1,2,19,30,0,0,-10.700000000000001,0.12,0.6000000000000001,55.22,-3,991,N/A
2018,1,2,20,30,0,0,-9.700000000000001,0.12,0.7000000000000001,61.14,-3.3000000000000003,990,N/A
2018,1,2,21,30,0,0,-9,0.12,0.7000000000000001,66.03,-3.6,989,N/A
2018,1,2,22,30,0,0,-8.6,0.12,0.6000000000000001,68.89,-3.7,989,N/A
2018,1,2,23,30,0,0,-8.200000000000001,0.12,0.5,71.2,-3.7,989,N/A
2018,1,3,0,30,0,0,-8.1,0.12,0.5,72.18,-3.8000000000000003,989,N/A
2018,1,3,1,30,0,0,-8.3,0.12,0.4,72.29,-4,988,N/A
2018,1,3,2,30,0,0,-8.1,0.12,0.4,74.16,-4.2,988,N/A
2018,1,3,3,30,0,0,-8.200000000000001,0.12,0.4,74.84,-4.4,987,N/A
2018,1,3,4,30,0,0,-8.3,0.12,0.4,74.78,-4.5,986,N/A
2018,1,3,5,30,0,0,-8.200000000000001,0.12,0.4,75.69,-4.6000000000000005,986,N/A
2018,1,3,6,30,0,0,-8.1,0.12,0.4,77.06,-4.7,986,N/A
2018,1,3,7,30,0,0,-8.3,0.12,0.5,74,-4.4,986,N/A
2018,1,3,8,30,38,0,-9,0.12,0.6000000000000001,65.43,-3.4000000000000004,986,N/A
2018,1,3,9,30,95,0,-12.4,0.12,0.7000000000000001,43.28,-1.5,986,N/A
2018,1,3,10,30,121,572,-15,0.12,0.8,30.55,0.4,986,N/A
2018,1,3,11,30,189,450,-15.100000000000001,0.12,0.9,27.76,1.6,984,N/A
2018,1,3,12,30,217,415,-14.5,0.12,1,28.080000000000002,2.1,983,N/A
2018,1,3,13,30,231,305,-13.9,0.12,1.1,28.91,2.4000000000000004,981,N/A
2018,1,3,14,30,155,505,-13.200000000000001,0.12,1.3,30.3,2.5,981,N/A
2018,1,3,15,30,94,573,-12.4,0.12,1.2000000000000002,34.21,1.7000000000000002,980,N/A
2018,1,3,16,30,50,639,-10.100000000000001,0.12,0.9,49.050000000000004,-0.7000000000000001,980,N/A
2018,1,3,17,30,14,209,-8,0.12,0.9,66.93,-2.7,981,N/A
2018,1,3,18,30,0,0,-8.8,0.12,0.9,63.75,-2.9000000000000004,981,N/A
2018,1,3,19,30,0,0,-8.8,0.12,0.9,65.2,-3.2,981,N/A
2018,1,3,20,30,0,0,-8.700000000000001,0.12,1,67.15,-3.5,980,N/A
2018,1,3,21,30,0,0,-8.700000000000001,0.12,1,69.01,-3.8000000000000003,980,N/A
2018,1,3,22,30,0,0,-8.5,0.12,1.2000000000000002,71.41,-4.1000000000000005,980,N/A
2018,1,3,23,30,0,0,-8.3,0.12,1.3,74.89,-4.5,980,N/A
2018,1,4,0,30,0,0,-8,0.12,1.3,79.23,-5,980,N/A
2018,1,4,1,30,0,0,-7.9,0.12,1.3,84.55,-5.7,980,N/A
2018,1,4,2,30,0,0,-7.9,0.12,1.2000000000000002,88.32000000000001,-6.300000000000001,980,N/A
2018,1,4,3,30,0,0,-8.1,0.12,1.3,91.18,-6.9,979,N/A
2018,1,4,4,30,0,0,-8.3,0.12,1.3,92.42,-7.300000000000001,979,N/A
2018,1,4,5,30,0,0,-8.5,0.12,1.4000000000000001,93.28,-7.6000000000000005,980,N/A
2018,1,4,6,30,0,0,-8.700000000000001,0.12,1.4000000000000001,93.61,-7.9,980,N/A
2018,1,4,7,30,0,0,-9.200000000000001,0.12,1.8,88.69,-7.7,980,N/A
2018,1,4,8,30,33,616,-10.100000000000001,0.12,2.5,74.95,-6.4,981,N/A
2018,1,4,9,30,50,847,-12.4,0.12,3,55.1,-4.7,981,N/A
2018,1,4,10,30,58,944,-13.700000000000001,0.12,3.1,43.89,-3.1,982,N/A
2018,1,4,11,30,62,989,-14.3,0.12,3.2,37.730000000000004,-1.7000000000000002,982,N/A
2018,1,4,12,30,64,1005,-14.5,0.12,3.3000000000000003,34.26,-0.7000000000000001,981,N/A
2018,1,4,13,30,63,1000,-14.700000000000001,0.12,3.2,32.730000000000004,-0.2,981,N/A
2018,1,4,14,30,60,969,-14.700000000000001,0.12,3.1,32.980000000000004,-0.30000000000000004,981,N/A
2018,1,4,15,30,54,899,-14.600000000000001,0.12,2.9000000000000004,34.7,-0.9,982,N/A
2018,1,4,16,30,41,747,-14.5,0.12,2.5,38.660000000000004,-2.3000000000000003,983,N/A
2018,1,4,17,30,14,307,-14.200000000000001,0.12,2,44.03,-3.7,984,N/A
2018,1,4,18,30,0,0,-13.700000000000001,0.12,1.9000000000000001,48.300000000000004,-4.4,984,N/A
2018,1,4,19,30,0,0,-13.5,0.12,1.6,54.77,-5.800000000000001,985,N/A
2018,1,4,20,30,0,0,-13.100000000000001,0.12,1.3,60.71,-6.800000000000001,986,N/A
2018,1,4,21,30,0,0,-12.9,0.12,1.1,66.03,-7.6000000000000005,986,N/A
2018,1,4,22,30,0,0,-12.8,0.12,1,70.23,-8.3,986,N/A
2018,1,4,23,30,0,0,-12.8,0.12,0.9,72.95,-8.8,987,N/A
2018,1,5,0,30,0,0,-12.8,0.12,0.9,74.87,-9.200000000000001,987,N/A
2018,1,5,1,30,0,0,-12.9,0.12,0.8,76.79,-9.600000000000001,987,N/A
2018,1,5,2,30,0,0,-13,0.12,0.8,78.22,-9.9,987,N/A
2018,1,5,3,30,0,0,-13,0.12,0.8,79.33,-10.100000000000001,987,N/A
2018,1,5,4,30,0,0,-13.100000000000001,0.12,0.8,80.2,-10.3,988,N/A
2018,1,5,5,30,0,0,-13.200000000000001,0.12,0.7000000000000001,80.11,-10.4,988,N/A
2018,1,5,6,30,0,0,-13.3,0.12,0.7000000000000001,80.61,-10.600000000000001,989,N/A
2018,1,5,7,30,0,0,-13.4,0.12,1,75.54,-9.9,989,N/A
2018,1,5,8,30,35,557,-13.9,0.12,1.5,62.65,-8,990,N/A
2018,1,5,9,30,53,799,-15.8,0.12,1.7000000000000002,43.78,-5.4,990,N/A
2018,1,5,10,30,61,903,-16.2,0.12,1.8,35.11,-2.9000000000000004,990,N/A
2018,1,5,11,30,66,948,-15.100000000000001,0.12,2,32.83,-0.7000000000000001,990,N/A
2018,1,5,12,30,69,962,-13.600000000000001,0.12,2.2,32.84,0.9,989,N/A
2018,1,5,13,30,72,948,-12.600000000000001,0.12,2.3000000000000003,33.18,1.9000000000000001,988,N/A
2018,1,5,14,30,70,911,-11.8,0.12,2.3000000000000003,34.9,2.1,988,N/A
2018,1,5,15,30,63,831,-11,0.12,2.1,38.89,1.5,988,N/A
2018,1,5,16,30,48,663,-10,0.12,1.5,47.84,-0.30000000000000004,988,N/A
2018,1,5,17,30,15,212,-8.4,0.12,1,62.07,-2.1,989,N/A
2018,1,5,18,30,0,0,-8.1,0.12,0.9,66.14,-2.6,989,N/A
2018,1,5,19,30,0,0,-7.800000000000001,0.12,0.9,71.28,-3.3000000000000003,990,N/A
2018,1,5,20,30,0,0,-7.5,0.12,0.8,75.21000000000001,-3.8000000000000003,990,N/A
2018,1,5,21,30,0,0,-7.5,0.12,0.7000000000000001,79.29,-4.5,990,N/A
2018,1,5,22,30,0,0,-7.7,0.12,0.7000000000000001,83.03,-5.300000000000001,991,N/A
2018,1,5,23,30,0,0,-8,0.12,0.6000000000000001,85.62,-6,991,N/A
2018,1,6,0,30,0,0,-8.4,0.12,0.6000000000000001,85.98,-6.4,991,N/A
2018,1,6,1,30,0,0,-8.6,0.12,0.6000000000000001,86.16,-6.7,991,N/A
2018,1,6,2,30,0,0,-8.9,0.12,0.6000000000000001,85.46000000000001,-6.9,992,N/A
2018,1,6,3,30,0,0,-9.3,0.12,0.6000000000000001,84.22,-7.1000000000000005,992,N/A
2018,1,6,4,30,0,0,-9.700000000000001,0.12,0.6000000000000001,84.19,-7.5,992,N/A
2018,1,6,5,30,0,0,-10.100000000000001,0.12,0.6000000000000001,84,-7.9,992,N/A
2018,1,6,6,30,0,0,-10.5,0.12,0.6000000000000001,84.17,-8.3,993,N/A
2018,1,6,7,30,0,0,-10.8,0.12,0.8,78.34,-7.7,994,N/A
2018,1,6,8,30,41,459,-11,0.12,1.3,65.88,-5.6000000000000005,994,N/A
2018,1,6,9,30,65,727,-11.600000000000001,0.12,1.5,50.61,-2.8000000000000003,994,N/A
2018,1,6,10,30,75,854,-11.600000000000001,0.12,1.6,42.5,-0.4,995,N/A
2018,1,6,11,30,78,915,-11,0.12,1.8,39.25,1.4000000000000001,994,N/A
2018,1,6,12,30,78,940,-10.3,0.12,1.9000000000000001,38.21,2.5,993,N/A
2018,1,6,13,30,70,953,-9.9,0.12,2,38.03,3,993,N/A
2018,1,6,14,30,65,931,-9.9,0.12,2.1,38.81,2.8000000000000003,992,N/A
2018,1,6,15,30,57,863,-10,0.12,1.8,40.660000000000004,2,993,N/A
2018,1,6,16,30,42,717,-9.700000000000001,0.12,1.2000000000000002,49.61,-0.4,993,N/A
2018,1,6,17,30,15,314,-8.1,0.12,0.8,66.54,-2.7,993,N/A
2018,1,6,18,30,0,0,-8.6,0.12,0.9,66.86,-3.3000000000000003,993,N/A
2018,1,6,19,30,0,0,-9.200000000000001,0.12,0.8,66.34,-3.8000000000000003,994,N/A
2018,1,6,20,30,0,0,-9.3,0.12,0.7000000000000001,68.36,-4.3,994,N/A
2018,1,6,21,30,0,0,-9.5,0.12,0.7000000000000001,70.27,-4.9,994,N/A
2018,1,6,22,30,0,0,-9.9,0.12,0.7000000000000001,71.14,-5.5,994,N/A
2018,1,6,23,30,0,0,-10.4,0.12,0.7000000000000001,72.43,-6.300000000000001,994,N/A
2018,1,7,0,30,0,0,-10.9,0.12,0.7000000000000001,73.38,-6.9,994,N/A
2018,1,7,1,30,0,0,-11.100000000000001,0.12,0.8,74.06,-7.300000000000001,994,N/A
2018,1,7,2,30,0,0,-11.100000000000001,0.12,0.8,75.83,-7.6000000000000005,994,N/A
2018,1,7,3,30,0,0,-11,0.12,0.9,78.48,-7.9,994,N/A
2018,1,7,4,30,0,0,-10.9,0.12,0.8,80.51,-8.1,994,N/A
2018,1,7,5,30,0,0,-10.9,0.12,0.8,82.2,-8.4,994,N/A
2018,1,7,6,30,0,0,-11,0.12,0.8,82.05,-8.5,995,N/A
2018,1,7,7,30,0,0,-11.100000000000001,0.12,1.2000000000000002,77.49,-7.9,996,N/A
2018,1,7,8,30,45,254,-11.200000000000001,0.12,1.9000000000000001,66.87,-6,996,N/A
2018,1,7,9,30,91,453,-12.3,0.12,2.2,50.79,-3.6,996,N/A
2018,1,7,10,30,149,445,-13.200000000000001,0.12,2.1,39.75,-1.2000000000000002,996,N/A
2018,1,7,11,30,211,358,-12.700000000000001,0.12,2,35.88,0.7000000000000001,995,N/A
2018,1,7,12,30,164,596,-12,0.12,1.9000000000000001,34.71,2,994,N/A
2018,1,7,13,30,77,924,-11.3,0.12,1.8,35.160000000000004,2.6,993,N/A
2018,1,7,14,30,74,883,-10.700000000000001,0.12,1.7000000000000002,37.5,2.4000000000000004,992,N/A
2018,1,7,15,30,133,363,-9.9,0.12,1.5,41.68,1.8,992,N/A
2018,1,7,16,30,71,337,-8.4,0.12,1.1,51.92,0.30000000000000004,992,N/A
2018,1,7,17,30,14,77,-7.4,0.12,0.9,62.08,-1.1,992,N/A
2018,1,7,18,30,0,0,-7.6000000000000005,0.12,0.9,62.89,-1.4000000000000001,992,N/A
2018,1,7,19,30,0,0,-7.5,0.12,1.1,62.65,-1.3,992,N/A
2018,1,7,20,30,0,0,-7.800000000000001,0.12,1.3,61.550000000000004,-1.4000000000000001,991,N/A
2018,1,7,21,30,0,0,-8,0.12,1.5,61.82,-1.6,991,N/A
2018,1,7,22,30,0,0,-8.5,0.12,1.8,60.230000000000004,-1.8,990,N/A
2018,1,7,23,30,0,0,-9,0.12,1.9000000000000001,59.72,-2.2,989,N/A
2018,1,8,0,30,0,0,-9.200000000000001,0.12,1.4000000000000001,60.1,-2.5,988,N/A
2018,1,8,1,30,0,0,-8.9,0.12,1.1,62.660000000000004,-2.8000000000000003,989,N/A
2018,1,8,2,30,0,0,-9.1,0.12,1.3,62.35,-2.9000000000000004,989,N/A
2018,1,8,3,30,0,0,-9.3,0.12,1.5,61.88,-3,988,N/A
2018,1,8,4,30,0,0,-9.5,0.12,1.2000000000000002,60.92,-3,988,N/A
2018,1,8,5,30,0,0,-9.4,0.12,1.1,61.06,-2.9000000000000004,988,N/A
2018,1,8,6,30,0,0,-9.1,0.12,1.3,62.11,-2.9000000000000004,988,N/A
2018,1,8,7,30,0,0,-8.8,0.12,1.4000000000000001,63.1,-2.8000000000000003,988,N/A
2018,1,8,8,30,9,0,-8,0.12,1.6,63.57,-2,987,N/A
2018,1,8,9,30,58,0,-6.6000000000000005,0.12,1.8,62.38,-0.30000000000000004,987,N/A
2018,1,8,10,30,84,0,-4.2,0.12,1.8,65.9,1.5,987,N/A
2018,1,8,11,30,155,0,-2.1,0.12,1.7000000000000002,71.24,2.6,986,N/A
2018,1,8,12,30,169,1,-0.5,0.12,1.6,77.24,3.1,985,N/A
2018,1,8,13,30,162,0,0.7000000000000001,0.12,1.5,83.15,3.3000000000000003,984,N/A
2018,1,8,14,30,99,0,1.6,0.12,1.3,88.75,3.3000000000000003,983,N/A
2018,1,8,15,30,51,0,2.1,0.12,1,95.26,2.8000000000000003,983,N/A
2018,1,8,16,30,11,0,2,0.12,0.9,100,2,984,N/A
2018,1,8,17,30,4,0,1.4000000000000001,0.12,0.8,100,1.4000000000000001,985,N/A
2018,1,8,18,30,0,0,1.2000000000000002,0.12,0.8,100,1.2000000000000002,985,N/A
2018,1,8,19,30,0,0,1,0.12,0.8,100,1,985,N/A
2018,1,8,20,30,0,0,0.9,0.12,0.7000000000000001,100,0.9,985,N/A
2018,1,8,21,30,0,0,0.7000000000000001,0.12,0.6000000000000001,100,0.7000000000000001,985,N/A
2018,1,8,22,30,0,0,0.4,0.12,0.7000000000000001,100,0.4,985,N/A
2018,1,8,23,30,0,0,0.2,0.12,0.9,100,0.2,985,N/A
2018,1,9,0,30,0,0,0.1,0.12,1,100,0.1,985,N/A
2018,1,9,1,30,0,0,-0.1,0.12,1.1,100,-0.1,985,N/A
2018,1,9,2,30,0,0,-0.2,0.12,1.1,100,-0.2,985,N/A
2018,1,9,3,30,0,0,-0.2,0.12,1.1,99.85000000000001,-0.2,985,N/A
2018,1,9,4,30,0,0,-0.2,0.12,1,99.56,-0.1,985,N/A
2018,1,9,5,30,0,0,0,0.12,1,99.61,0.1,985,N/A
2018,1,9,6,30,0,0,0.30000000000000004,0.12,0.9,99.96000000000001,0.30000000000000004,985,N/A
2018,1,9,7,30,0,0,0.6000000000000001,0.12,1,96.44,1.1,986,N/A
2018,1,9,8,30,37,482,1.6,0.12,1.2000000000000002,91.9,2.8000000000000003,986,N/A
2018,1,9,9,30,95,0,3.4000000000000004,0.12,1.2000000000000002,88.24,5.2,987,N/A
2018,1,9,10,30,190,119,5.5,0.12,1.1,85.51,7.800000000000001,987,N/A
2018,1,9,11,30,201,23,7.300000000000001,0.12,1.2000000000000002,81.34,10.4,987,N/A
2018,1,9,12,30,261,139,8.9,0.12,1.2000000000000002,79.13,12.4,986,N/A
2018,1,9,13,30,74,898,10,0.12,1.1,79.44,13.5,985,N/A
2018,1,9,14,30,70,865,10.700000000000001,0.12,1,83.93,13.4,984,N/A
2018,1,9,15,30,62,794,11.100000000000001,0.12,0.8,98.51,11.3,984,N/A
2018,1,9,16,30,47,639,7.7,0.12,0.9,100,7.7,984,N/A
2018,1,9,17,30,17,239,5.300000000000001,0.12,1,100,5.300000000000001,985,N/A
2018,1,9,18,30,0,0,4.7,0.12,1,100,4.7,985,N/A
2018,1,9,19,30,0,0,4.800000000000001,0.12,0.9,100,4.800000000000001,986,N/A
2018,1,9,20,30,0,0,4.9,0.12,1,100,4.9,986,N/A
2018,1,9,21,30,0,0,5.1000000000000005,0.12,1,100,5.1000000000000005,986,N/A
2018,1,9,22,30,0,0,5.300000000000001,0.12,0.9,100,5.300000000000001,986,N/A
2018,1,9,23,30,0,0,5.300000000000001,0.12,0.8,100,5.300000000000001,985,N/A
2018,1,10,0,30,0,0,5.300000000000001,0.12,0.8,100,5.300000000000001,985,N/A
2018,1,10,1,30,0,0,5.300000000000001,0.12,0.8,100,5.300000000000001,985,N/A
2018,1,10,2,30,0,0,5.300000000000001,0.12,0.8,100,5.300000000000001,985,N/A
2018,1,10,3,30,0,0,5.300000000000001,0.12,0.8,100,5.300000000000001,985,N/A
2018,1,10,4,30,0,0,5.4,0.12,0.8,100,5.4,985,N/A
2018,1,10,5,30,0,0,5.4,0.12,0.8,100,5.4,986,N/A
2018,1,10,6,30,0,0,5.7,0.12,0.8,100,5.7,986,N/A
2018,1,10,7,30,0,0,6.6000000000000005,0.12,0.8,100,6.6000000000000005,986,N/A
2018,1,10,8,30,32,0,7.7,0.12,1.3,94.31,8.6,987,N/A
2018,1,10,9,30,123,86,9.4,0.12,1.9000000000000001,90.38,10.9,987,N/A
2018,1,10,10,30,139,0,10.700000000000001,0.12,2.1,87.41,12.700000000000001,987,N/A
2018,1,10,11,30,194,17,11.100000000000001,0.12,2.1,83.22,13.9,986,N/A
2018,1,10,12,30,223,29,11.200000000000001,0.12,2.1,79.65,14.700000000000001,985,N/A
2018,1,10,13,30,256,163,11.4,0.12,2,78.41,15.100000000000001,984,N/A
2018,1,10,14,30,103,0,11.700000000000001,0.12,1.9000000000000001,79.37,15.200000000000001,984,N/A
2018,1,10,15,30,155,66,11.9,0.12,1.6,83.5,14.700000000000001,983,N/A
2018,1,10,16,30,53,0,12.100000000000001,0.12,1.1,93.10000000000001,13.200000000000001,983,N/A
2018,1,10,17,30,7,0,11.700000000000001,0.12,0.9,100,11.700000000000001,983,N/A
2018,1,10,18,30,0,0,11.200000000000001,0.12,0.9,100,11.200000000000001,983,N/A
2018,1,10,19,30,0,0,11.100000000000001,0.12,1.1,100,11.100000000000001,984,N/A
2018,1,10,20,30,0,0,11,0.12,1.1,100,11,984,N/A
2018,1,10,21,30,0,0,10.9,0.12,1.3,100,10.9,983,N/A
2018,1,10,22,30,0,0,10.8,0.12,1.4000000000000001,100,10.8,983,N/A
2018,1,10,23,30,0,0,10.8,0.12,1.6,100,10.8,982,N/A
2018,1,11,0,30,0,0,10.8,0.12,1.8,100,10.8,982,N/A
2018,1,11,1,30,0,0,10.8,0.12,1.9000000000000001,100,10.8,981,N/A
2018,1,11,2,30,0,0,10.8,0.12,2,100,10.8,981,N/A
2018,1,11,3,30,0,0,10.8,0.12,2,100,10.8,981,N/A
2018,1,11,4,30,0,0,10.600000000000001,0.12,1.9000000000000001,100,10.600000000000001,981,N/A
2018,1,11,5,30,0,0,10.4,0.12,1.8,100,10.4,981,N/A
2018,1,11,6,30,0,0,10.3,0.12,1.7000000000000002,100,10.3,981,N/A
2018,1,11,7,30,0,0,10.4,0.12,1.7000000000000002,99.15,10.5,981,N/A
2018,1,11,8,30,34,494,10.8,0.12,1.9000000000000001,96.63,11.3,982,N/A
2018,1,11,9,30,93,0,11.700000000000001,0.12,2,94.79,12.5,982,N/A
2018,1,11,10,30,188,85,12.700000000000001,0.12,2.1,92.28,13.9,982,N/A
2018,1,11,11,30,173,5,13.600000000000001,0.12,2.1,89.47,15.3,981,N/A
2018,1,11,12,30,169,1,14.600000000000001,0.12,2,87.71000000000001,16.6,979,N/A
2018,1,11,13,30,165,1,15.4,0.12,1.9000000000000001,87.51,17.5,978,N/A
2018,1,11,14,30,132,0,15.9,0.12,1.6,89.96000000000001,17.6,978,N/A
2018,1,11,15,30,80,0,16.2,0.12,1,95.46000000000001,16.900000000000002,978,N/A
2018,1,11,16,30,35,0,15.200000000000001,0.12,0.5,100,15.200000000000001,978,N/A
2018,1,11,17,30,6,0,14,0.12,0.5,100,14,978,N/A
2018,1,11,18,30,0,0,13.600000000000001,0.12,0.6000000000000001,100,13.600000000000001,978,N/A
2018,1,11,19,30,0,0,13,0.12,0.6000000000000001,100,13,977,N/A
2018,1,11,20,30,0,0,12.600000000000001,0.12,0.6000000000000001,100,12.600000000000001,976,N/A
2018,1,11,21,30,0,0,12.4,0.12,0.6000000000000001,100,12.4,976,N/A
2018,1,11,22,30,0,0,12.200000000000001,0.12,0.6000000000000001,100,12.200000000000001,975,N/A
2018,1,11,23,30,0,0,12,0.12,0.6000000000000001,100,12,975,N/A
2018,1,12,0,30,0,0,11.700000000000001,0.12,0.7000000000000001,100,11.700000000000001,974,N/A
2018,1,12,1,30,0,0,11.600000000000001,0.12,0.7000000000000001,100,11.600000000000001,974,N/A
2018,1,12,2,30,0,0,11.700000000000001,0.12,0.8,100,11.700000000000001,973,N/A
2018,1,12,3,30,0,0,11.9,0.12,0.9,100,11.9,973,N/A
2018,1,12,4,30,0,0,12.3,0.12,1.1,100,12.3,972,N/A
2018,1,12,5,30,0,0,12.600000000000001,0.12,1.1,100,12.600000000000001,972,N/A
2018,1,12,6,30,0,0,12.600000000000001,0.12,1.2000000000000002,100,12.600000000000001,971,N/A
2018,1,12,7,30,0,0,12.8,0.12,1.3,100,12.8,971,N/A
2018,1,12,8,30,6,0,13.3,0.12,1.7000000000000002,97.8,13.600000000000001,971,N/A
2018,1,12,9,30,18,0,14.3,0.12,2,96.55,14.8,970,N/A
2018,1,12,10,30,66,0,15.200000000000001,0.12,2.2,94.82000000000001,16,969,N/A
2018,1,12,11,30,150,0,15.700000000000001,0.12,2.6,93.78,16.7,967,N/A
2018,1,12,12,30,67,0,15.600000000000001,0.12,2.6,92.16,16.900000000000002,966,N/A
2018,1,12,13,30,32,0,15.9,0.12,2.3000000000000003,97.02,16.400000000000002,966,N/A
2018,1,12,14,30,83,0,14.3,0.12,3,100,14.3,966,N/A
2018,1,12,15,30,135,6,10,0.12,3.8000000000000003,100,10,968,N/A
2018,1,12,16,30,55,629,4,0.12,3.6,90.72,5.4,970,N/A
2018,1,12,17,30,21,214,-0.2,0.12,3.3000000000000003,82.55,2.5,972,N/A
2018,1,12,18,30,0,0,-2.5,0.12,3.2,75.27,1.4000000000000001,973,N/A
2018,1,12,19,30,0,0,-4.5,0.12,3.3000000000000003,75.64,-0.7000000000000001,975,N/A
2018,1,12,20,30,0,0,-6.2,0.12,3.2,72.44,-1.9000000000000001,976,N/A
2018,1,12,21,30,0,0,-7.4,0.12,3.1,71.23,-2.9000000000000004,977,N/A
2018,1,12,22,30,0,0,-7.7,0.12,3,72.08,-3.4000000000000004,978,N/A
2018,1,12,23,30,0,0,-7.6000000000000005,0.12,2.9000000000000004,73.9,-3.6,978,N/A
